"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","null","snap-keyboard-response","10","45286","0.0-4.0-1.0","1","null","","13,96,146","167.7341135890848,169.60961923128508,-198.5092303282644","108.92780700300541,-105.98385284664116,24.37386868102951","encoding","","","","","","","","","",""
"","null","html-keyboard-response","11","45588","0.0-4.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","12","46789","0.0-4.0-3.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","824","continuous_report","13","47614","0.0-4.0-4.0","1","","","13,96,146","167.7341135890848,169.60961923128508,-198.5092303282644","108.92780700300541,-105.98385284664116,24.37386868102951","Probe","","null","987","520","217,99,48","144","48","223,77,151","96","1"
"[{""page_index"":0,""viewing_time"":1800}]","1800","instructions","14","49414","0.0-5.0","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1676}]","1676","instructions","15","51090","0.0-6.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","16","52092","0.0-7.0-0.0","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","17","52194","0.0-7.0-1.0","1","null","","67,51,14","-34.72963553338606,146.2707403238341,87.67422935781548","196.9615506024416,136.3996720124997,-179.7588092598334","encoding","","","","","","","","","",""
"","null","html-keyboard-response","18","52495","0.0-7.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","19","53697","0.0-7.0-3.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2263","continuous_report","20","55961","0.0-7.0-4.0","1","","","67,51,14","-34.72963553338606,146.2707403238341,87.67422935781548","196.9615506024416,136.3996720124997,-179.7588092598334","Probe","","null","919","381","79,127,183","55","41","96,137,95","14","2"
"","null","html-keyboard-response","21","56963","0.0-7.0-0.1","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","22","57065","0.0-7.0-1.1","2","null","","82,46,156","-48.384379119933556,181.26155740732997,-190.21130325903067","194.0591452551993,84.52365234813989,-61.80339887498955","encoding","","","","","","","","","",""
"","null","html-keyboard-response","23","57366","0.0-7.0-2.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","24","58567","0.0-7.0-3.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4615","continuous_report","25","63184","0.0-7.0-4.1","2","","","82,46,156","-48.384379119933556,181.26155740732997,-190.21130325903067","194.0591452551993,84.52365234813989,-61.80339887498955","Probe","","null","788","320","208,86,164","90","8","183,97,177","82","0"
"","null","html-keyboard-response","26","64185","0.0-7.0-0.2","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","27","64287","0.0-7.0-1.2","3","null","","131,163,65","-117.5570504584946,-199.87816540381914,194.0591452551993","161.80339887498948,-6.979899340500179,48.38437911993355","encoding","","","","","","","","","",""
"","null","html-keyboard-response","28","64589","0.0-7.0-2.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","29","65790","0.0-7.0-3.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7573","continuous_report","30","73365","0.0-7.0-4.2","3","","","131,163,65","-117.5570504584946,-199.87816540381914,194.0591452551993","161.80339887498948,-6.979899340500179,48.38437911993355","Probe","","null","637","395","55,138,133","29","-102","238,81,70","131","0"
"","null","html-keyboard-response","31","74366","0.0-7.0-0.3","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","32","74469","0.0-7.0-1.3","4","null","","99,119,32","-159.7271020094586,-123.13229506513164,195.6295201467611","-120.3630046304096,157.6021507213444,-41.582338163551974","encoding","","","","","","","","","",""
"","null","html-keyboard-response","33","74770","0.0-7.0-2.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","34","75971","0.0-7.0-3.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","16450","continuous_report","35","92422","0.0-7.0-4.3","4","","","99,119,32","-159.7271020094586,-123.13229506513164,195.6295201467611","-120.3630046304096,157.6021507213444,-41.582338163551974","Probe","","null","848","473","139,113,188","70","-29","229,74,144","99","0"
"","null","html-keyboard-response","36","93424","0.0-7.0-0.4","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","37","93525","0.0-7.0-1.4","","null","","39,133,90","-179.7588092598334,194.0591452551993,81.34732861516012","87.67422935781546,-48.38437911993358,-182.70909152852016","encoding","","","","","","","","","",""
"","null","html-keyboard-response","38","93826","0.0-7.0-2.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","39","95028","0.0-7.0-3.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5436","continuous_report","40","100465","0.0-7.0-4.4","","","","39,133,90","-179.7588092598334,194.0591452551993,81.34732861516012","87.67422935781546,-48.38437911993358,-182.70909152852016","Probe","","null","823","479","213,83,160","92","-41","235,84,66","133","1"
"","null","html-keyboard-response","41","101467","0.0-7.0-0.5","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","42","101569","0.0-7.0-1.5","","null","","122,178,24","-165.80751451100838,61.80339887498945,197.53766811902756","-111.83858069414934,-190.21130325903073,31.286893008046174","encoding","","","","","","","","","",""
"","null","html-keyboard-response","43","101871","0.0-7.0-2.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","44","103072","0.0-7.0-3.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4758","continuous_report","45","107834","0.0-7.0-4.5","","","","122,178,24","-165.80751451100838,61.80339887498945,197.53766811902756","-111.83858069414934,-190.21130325903073,31.286893008046174","Probe","","null","883","333","245,70,89","122","0","245,70,89","122","0"
"","null","html-keyboard-response","46","108835","0.0-7.0-0.6","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","47","108936","0.0-7.0-1.6","","null","","128,2,153","44.990210868772984,171.43346014042243,-148.6289650954788","194.87401295704706,-103.00761498201089,133.82612127177168","encoding","","","","","","","","","",""
"","null","html-keyboard-response","48","109238","0.0-7.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","49","110439","0.0-7.0-3.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2928","continuous_report","50","113368","0.0-7.0-4.6","","","","128,2,153","44.990210868772984,171.43346014042243,-148.6289650954788","194.87401295704706,-103.00761498201089,133.82612127177168","Probe","","null","598","386","176,120,38","162","9","197,110,38","153","2"
"","null","html-keyboard-response","51","114370","0.0-7.0-0.7","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","52","114472","0.0-7.0-1.7","","null","","85,40,148","84.52365234813989,182.7090915285202,-171.43346014042243","181.26155740732997,-81.34732861516002,103.00761498201088","encoding","","","","","","","","","",""
"","null","html-keyboard-response","53","114773","0.0-7.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","54","115975","0.0-7.0-3.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3535","continuous_report","55","119511","0.0-7.0-4.7","","","","85,40,148","84.52365234813989,182.7090915285202,-171.43346014042243","181.26155740732997,-81.34732861516002,103.00761498201088","Probe","","null","849","468","221,96,51","142","-6","209,104,43","148","2"
"","null","html-keyboard-response","56","120512","0.0-7.0-0.8","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","57","120615","0.0-7.0-1.8","","null","","138,110,165","199.23893961834912,65.11363089143136,-131.2118057981015","17.431148549531635,189.10371511986335,150.94191604455438","encoding","","","","","","","","","",""
"","null","html-keyboard-response","58","120916","0.0-7.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","59","122118","0.0-7.0-3.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2105","continuous_report","60","124224","0.0-7.0-4.8","","","","138,110,165","199.23893961834912,65.11363089143136,-131.2118057981015","17.431148549531635,189.10371511986335,150.94191604455438","Probe","","null","995","444","233,87,63","135","-3","228,91,57","138","0"
"","null","html-keyboard-response","61","125225","0.0-7.0-0.9","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","62","125327","0.0-7.0-1.9","","null","","99,128,50","199.72590695091478,-199.96953903127826,136.3996720124997","-10.467191248588874,3.490481287456687,146.2707403238341","encoding","","","","","","","","","",""
"","null","html-keyboard-response","63","125628","0.0-7.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","64","126829","0.0-7.0-3.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","14707","continuous_report","65","141538","0.0-7.0-4.9","","","","99,128,50","199.72590695091478,-199.96953903127826,136.3996720124997","-10.467191248588874,3.490481287456687,146.2707403238341","Probe","","null","929","157","245,70,89","122","-6","241,77,76","128","1"
"","null","html-keyboard-response","66","142538","0.0-7.0-0.10","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","67","142641","0.0-7.0-1.10","","null","","153,23,107","-61.80339887498947,-193.18516525781368,-55.127471163399775","190.21130325903073,-51.76380902050407,-192.2523391876638","encoding","","","","","","","","","",""
"","null","html-keyboard-response","68","142943","0.0-7.0-2.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","69","144145","0.0-7.0-3.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3365","continuous_report","70","147512","0.0-7.0-4.10","","","","153,23,107","-61.80339887498947,-193.18516525781368,-55.127471163399775","190.21130325903073,-51.76380902050407,-192.2523391876638","Probe","","null","989","396","28,134,163","42","19","72,138,118","23","1"
"","null","html-keyboard-response","71","148513","0.0-7.0-0.11","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","72","148615","0.0-7.0-1.11","","null","","153,76,102","-48.38437911993356,-198.05361374831406,136.3996720124996","-194.0591452551993,27.834620192013148,-146.2707403238342","encoding","","","","","","","","","",""
"","null","html-keyboard-response","73","148916","0.0-7.0-2.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","74","150118","0.0-7.0-3.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3771","continuous_report","75","153890","0.0-7.0-4.11","","","","153,76,102","-48.38437911993356,-198.05361374831406,136.3996720124996","-194.0591452551993,27.834620192013148,-146.2707403238342","Probe","","null","700","526","176,120,38","162","9","197,110,38","153","0"
"","null","html-keyboard-response","76","154891","0.0-7.0-0.12","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","77","154994","0.0-7.0-1.12","","null","","51,128,85","123.13229506513166,120.36300463040959,-105.983852846641","157.60215072134437,-159.72710200945863,-169.60961923128517","encoding","","","","","","","","","",""
"","null","html-keyboard-response","78","155294","0.0-7.0-2.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","79","156495","0.0-7.0-3.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3356","continuous_report","80","159853","0.0-7.0-4.12","","","","51,128,85","123.13229506513166,120.36300463040959,-105.983852846641","157.60215072134437,-159.72710200945863,-169.60961923128517","Probe","","null","708","498","155,108,186","74","-11","193,93,173","85","2"
"","null","html-keyboard-response","81","160854","0.0-7.0-0.13","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","82","160955","0.0-7.0-1.13","","null","","108,130,88","-41.58233816355196,-146.2707403238341,131.2118057981014","-195.6295201467611,136.3996720124997,-150.94191604455446","encoding","","","","","","","","","",""
"","null","html-keyboard-response","83","161257","0.0-7.0-2.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","84","162458","0.0-7.0-3.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3827","continuous_report","85","166287","0.0-7.0-4.13","","","","108,130,88","-41.58233816355196,-146.2707403238341,131.2118057981014","-195.6295201467611,136.3996720124997,-150.94191604455446","Probe","","null","729","197","180,98,179","81","-7","202,88,168","88","2"
"","null","html-keyboard-response","86","167288","0.0-7.0-0.14","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","87","167390","0.0-7.0-1.14","","null","","64,87,114","-6.979899340500328,-148.62896509547886,-194.0591452551993","-199.87816540381914,-133.82612127177165,48.38437911993355","encoding","","","","","","","","","",""
"","null","html-keyboard-response","88","167691","0.0-7.0-2.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","89","168893","0.0-7.0-3.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7484","continuous_report","90","176378","0.0-7.0-4.14","","","","64,87,114","-6.979899340500328,-148.62896509547886,-194.0591452551993","-199.87816540381914,-133.82612127177165,48.38437911993355","Probe","","null","662","358","103,122,188","61","-3","115,119,189","64","0"
"","null","html-keyboard-response","91","177379","0.0-7.0-0.15","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","92","177480","0.0-7.0-1.15","","null","","148,86,66","27.834620192013137,-173.20508075688772,-191.26095119260708","198.05361374831406,-100.00000000000003,58.4743409445474","encoding","","","","","","","","","",""
"","null","html-keyboard-response","93","177782","0.0-7.0-2.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","94","178982","0.0-7.0-3.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8778","continuous_report","95","187763","0.0-7.0-4.15","","","","148,86,66","27.834620192013137,-173.20508075688772,-191.26095119260708","198.05361374831406,-100.00000000000003,58.4743409445474","Probe","","null","797","339","55,131,175","49","-17","123,117,189","66","2"
"","null","html-keyboard-response","96","188764","0.0-7.0-0.16","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","97","188866","0.0-7.0-1.16","","null","","81,108,136","198.05361374831406,61.80339887498949,148.62896509547886","27.834620192013087,190.2113032590307,-133.82612127177163","encoding","","","","","","","","","",""
"","null","html-keyboard-response","98","189167","0.0-7.0-2.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","99","190369","0.0-7.0-3.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8428","continuous_report","100","198799","0.0-7.0-4.16","","","","81,108,136","198.05361374831406,61.80339887498949,148.62896509547886","27.834620192013087,190.2113032590307,-133.82612127177163","Probe","","null","753","419","135,114,189","69","-12","180,98,179","81","0"
"","null","html-keyboard-response","101","199800","0.0-7.0-0.17","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","102","199903","0.0-7.0-1.17","","null","","114,43,139","-13.951294748825116,51.76380902050415,191.26095119260714","-199.51281005196483,193.18516525781365,-58.47434094454725","encoding","","","","","","","","","",""
"","null","html-keyboard-response","103","200204","0.0-7.0-2.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","104","201406","0.0-7.0-3.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5334","continuous_report","105","206741","0.0-7.0-4.17","","","","114,43,139","-13.951294748825116,51.76380902050415,191.26095119260714","-199.51281005196483,193.18516525781365,-58.47434094454725","Probe","","null","854","366","62,130,178","51","8","32,134,165","43","1"
"","null","html-keyboard-response","106","207742","0.0-7.0-0.18","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","107","207844","0.0-7.0-1.18","","null","","88,33,141","120.36300463040959,-120.36300463040968,194.87401295704706","-159.72710200945863,159.72710200945858,44.990210868773","encoding","","","","","","","","","",""
"","null","html-keyboard-response","108","208146","0.0-7.0-2.18","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","109","209347","0.0-7.0-3.18","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3951","continuous_report","110","213300","0.0-7.0-4.18","","","","88,33,141","120.36300463040959,-120.36300463040968,194.87401295704706","-159.72710200945863,159.72710200945858,44.990210868773","Probe","","null","868","416","218,80,156","94","6","202,88,168","88","0"
"","null","html-keyboard-response","111","214300","0.0-7.0-0.19","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","112","214402","0.0-7.0-1.19","","null","","7,169,90","196.96155060244158,55.12747116339983,34.729635533385995","-34.72963553338626,192.25233918766378,-196.96155060244163","encoding","","","","","","","","","",""
"","null","html-keyboard-response","113","214703","0.0-7.0-2.19","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","114","215904","0.0-7.0-3.19","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3357","continuous_report","115","219262","0.0-7.0-4.19","","","","7,169,90","196.96155060244158,55.12747116339983,34.729635533385995","-34.72963553338626,192.25233918766378,-196.96155060244163","Probe","","null","796","316","64,138,125","26","19","114,136,79","7","0"
"","null","html-keyboard-response","116","220264","0.0-7.0-0.20","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","117","220365","0.0-7.0-1.20","","null","","159,99,116","-41.58233816355196,81.34732861516002,-81.34732861516002","-195.6295201467611,182.70909152852016,182.7090915285202","encoding","","","","","","","","","",""
"","null","html-keyboard-response","118","220667","0.0-7.0-2.20","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","119","221868","0.0-7.0-3.20","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5098","continuous_report","120","226968","0.0-7.0-4.20","","","","159,99,116","-41.58233816355196,81.34732861516002,-81.34732861516002","-195.6295201467611,182.70909152852016,182.7090915285202","Probe","","null","740","371","239,80,72","130","14","246,66,103","116","2"
"","null","html-keyboard-response","121","227970","0.0-7.0-0.21","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","122","228071","0.0-7.0-1.21","","null","","72,117,30","93.89431255717808,-111.83858069414934,-117.55705045849464","-176.58951857178542,165.80751451100838,-161.80339887498945","encoding","","","","","","","","","",""
"","null","html-keyboard-response","123","228373","0.0-7.0-2.21","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","124","229574","0.0-7.0-3.21","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8360","continuous_report","125","237937","0.0-7.0-4.21","","","","72,117,30","93.89431255717808,-111.83858069414934,-117.55705045849464","-176.58951857178542,165.80751451100838,-161.80339887498945","Probe","","null","839","453","243,66,120","109","-8","246,67,101","117","1"
"","null","html-keyboard-response","126","238939","0.0-7.0-0.22","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","127","239041","0.0-7.0-1.22","","null","","92,114,173","-192.25233918766378,169.60961923128508,-3.6739403974420595e-14","-55.1274711633998,-105.98385284664116,-200","encoding","","","","","","","","","",""
"","null","html-keyboard-response","128","239341","0.0-7.0-2.22","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","129","240542","0.0-7.0-3.22","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","1983","continuous_report","130","242526","0.0-7.0-4.22","","","","92,114,173","-192.25233918766378,169.60961923128508,-3.6739403974420595e-14","-55.1274711633998,-105.98385284664116,-200","Probe","","null","901","352","225,76,149","97","-17","246,66,108","114","1"
"","null","html-keyboard-response","131","243528","0.0-7.0-0.23","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","132","243630","0.0-7.0-1.23","","null","","166,149,85","17.431148549531578,136.3996720124997,-176.58951857178536","-199.23893961834912,146.2707403238341,-93.89431255717817","encoding","","","","","","","","","",""
"","null","html-keyboard-response","133","243932","0.0-7.0-2.23","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","134","245133","0.0-7.0-3.23","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5627","continuous_report","135","250761","0.0-7.0-4.23","","","","166,149,85","17.431148549531578,136.3996720124997,-176.58951857178536","-199.23893961834912,146.2707403238341,-93.89431255717817","Probe","","null","858","442","104,137,88","11","-155","166,123,41","166","0"
"","null","html-keyboard-response","136","251763","0.0-7.0-0.24","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","137","251865","0.0-7.0-1.24","","null","","64,142,7","197.53766811902756,24.37386868102954,1.2246467991473532e-14","31.286893008046174,-198.5092303282644,200","encoding","","","","","","","","","",""
"","null","html-keyboard-response","138","252166","0.0-7.0-2.24","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","139","253369","0.0-7.0-3.24","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","13219","continuous_report","140","266590","0.0-7.0-4.24","","","","64,142,7","197.53766811902756,24.37386868102954,1.2246467991473532e-14","31.286893008046174,-198.5092303282644,200","Probe","","null","779","424","83,126,184","56","-8","115,119,189","64","0"
"","null","html-keyboard-response","141","267592","0.0-7.0-0.25","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","142","267693","0.0-7.0-1.25","","null","","124,140,51","-150.94191604455438,-196.3254366895328,117.55705045849464","-131.2118057981015,38.16179907530899,161.80339887498945","encoding","","","","","","","","","",""
"","null","html-keyboard-response","143","267994","0.0-7.0-2.25","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","144","269196","0.0-7.0-3.25","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3962","continuous_report","145","273159","0.0-7.0-4.25","","","","124,140,51","-150.94191604455438,-196.3254366895328,117.55705045849464","-131.2118057981015,38.16179907530899,161.80339887498945","Probe","","null","766","433","245,65,110","113","-11","244,72,85","124","0"
"","null","html-keyboard-response","146","274161","0.0-7.0-0.26","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","147","274263","0.0-7.0-1.26","","null","","52,30,10","-171.43346014042245,174.92394142787916,-187.93852415718166","-103.00761498201084,-96.96192404926737,68.40402866513378","encoding","","","","","","","","","",""
"","null","html-keyboard-response","148","274564","0.0-7.0-2.26","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","149","275766","0.0-7.0-3.26","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3320","continuous_report","150","279088","0.0-7.0-4.26","","","","52,30,10","-171.43346014042245,174.92394142787916,-187.93852415718166","-103.00761498201084,-96.96192404926737,68.40402866513378","Probe","","null","698","308","121,135,72","4","-6","106,137,86","10","2"
"","null","html-keyboard-response","151","280088","0.0-7.0-0.27","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","152","280191","0.0-7.0-1.27","","null","","145,169,118","146.2707403238341,-189.10371511986335,-74.92131868318242","136.3996720124997,-65.11363089143136,185.4367709133575","encoding","","","","","","","","","",""
"","null","html-keyboard-response","153","280491","0.0-7.0-2.27","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","154","281693","0.0-7.0-3.27","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2603","continuous_report","155","284298","0.0-7.0-4.27","","","","145,169,118","146.2707403238341,-189.10371511986335,-74.92131868318242","136.3996720124997,-65.11363089143136,185.4367709133575","Probe","","null","618","313","126,134,68","2","-167","159,126,45","169","1"
"","null","html-keyboard-response","156","285299","0.0-7.0-0.28","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","157","285402","0.0-7.0-1.28","","null","","49,73,114","65.11363089143136,-190.2113032590307,-123.13229506513164","189.10371511986335,61.803398874989504,-157.6021507213444","encoding","","","","","","","","","",""
"","null","html-keyboard-response","158","285703","0.0-7.0-2.28","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
