"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","null","html-keyboard-response","159","286904","0.0-7.0-3.28","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6075","continuous_report","160","292981","0.0-7.0-4.28","","","","49,73,114","65.11363089143136,-190.2113032590307,-123.13229506513164","189.10371511986335,61.803398874989504,-157.6021507213444","Probe","","null","761","397","39,133,168","45","-4","55,131,175","49","0"
"","null","html-keyboard-response","161","293982","0.0-7.0-0.29","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","162","294085","0.0-7.0-1.29","","null","","94,154,25","-10.467191248588724,-71.67358990906014,171.43346014042243","199.72590695091478,-186.71608529944032,-103.00761498201089","encoding","","","","","","","","","",""
"","null","html-keyboard-response","163","294386","0.0-7.0-2.29","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","164","295588","0.0-7.0-3.29","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","12005","continuous_report","165","307594","0.0-7.0-4.29","","","","94,154,25","-10.467191248588724,-71.67358990906014,171.43346014042243","199.72590695091478,-186.71608529944032,-103.00761498201089","Probe","","null","800","424","215,100,46","145","-9","195,111,37","154","1"
"","null","html-keyboard-response","166","308596","0.0-7.0-0.30","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","167","308697","0.0-7.0-1.30","","null","","34,101,76","199.72590695091478,-155.42919229139414,-194.87401295704706","10.467191248588765,-125.86407820996752,44.99021086877295","encoding","","","","","","","","","",""
"","null","html-keyboard-response","168","308999","0.0-7.0-2.30","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","169","310200","0.0-7.0-3.30","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3074","continuous_report","170","313276","0.0-7.0-4.30","","","","34,101,76","199.72590695091478,-155.42919229139414,-194.87401295704706","10.467191248588765,-125.86407820996752,44.99021086877295","Probe","","null","707","307","139,113,188","70","-31","233,72,140","101","1"
"","null","html-keyboard-response","171","314277","0.0-7.0-0.31","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","172","314379","0.0-7.0-1.31","","null","","29,153,12","-199.51281005196486,155.42919229139412,141.4213562373095","-13.951294748824965,-125.86407820996757,141.42135623730948","encoding","","","","","","","","","",""
"","null","html-keyboard-response","173","314681","0.0-7.0-2.31","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","174","315882","0.0-7.0-3.31","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5931","continuous_report","175","321814","0.0-7.0-4.31","","","","29,153,12","-199.51281005196486,155.42919229139412,141.4213562373095","-13.951294748824965,-125.86407820996757,141.42135623730948","Probe","","null","779","425","119,135,74","5","-7","101,137,90","12","2"
"","null","html-keyboard-response","176","322816","0.0-7.0-0.32","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","177","322918","0.0-7.0-1.32","","null","","94,68,152","194.87401295704706,68.40402866513377,-194.0591452551993","44.990210868773,187.93852415718166,-48.3843791199335","encoding","","","","","","","","","",""
"","null","html-keyboard-response","178","323219","0.0-7.0-2.32","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","179","324421","0.0-7.0-3.32","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5042","continuous_report","180","329464","0.0-7.0-4.32","","","","94,68,152","194.87401295704706,68.40402866513377,-194.0591452551993","44.990210868773,187.93852415718166,-48.3843791199335","Probe","","null","773","457","223,77,151","96","2","218,80,156","94","0"
"","null","html-keyboard-response","181","330465","0.0-7.0-0.33","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","182","330568","0.0-7.0-1.33","","null","","104,147,80","-90.79809994790935,81.34732861516002,-74.92131868318246","178.20130483767358,182.70909152852016,-185.43677091335746","encoding","","","","","","","","","",""
"","null","html-keyboard-response","183","330869","0.0-7.0-2.33","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","184","332070","0.0-7.0-3.33","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6077","continuous_report","185","338149","0.0-7.0-4.33","","","","104,147,80","-90.79809994790935,81.34732861516002,-74.92131868318246","178.20130483767358,182.70909152852016,-185.43677091335746","Probe","","null","807","401","229,74,144","99","-5","237,69,132","104","0"
"","null","html-keyboard-response","186","339150","0.0-7.0-0.34","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","187","339252","0.0-7.0-1.34","","null","","176,100,151","103.00761498201088,17.431148549531578,-133.82612127177168","171.43346014042243,-199.23893961834912,-148.6289650954788","encoding","","","","","","","","","",""
"","null","html-keyboard-response","188","339554","0.0-7.0-2.34","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","189","340755","0.0-7.0-3.34","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3040","continuous_report","190","343796","0.0-7.0-4.34","","","","176,100,151","103.00761498201088,17.431148549531578,-133.82612127177168","171.43346014042243,-199.23893961834912,-148.6289650954788","Probe","","null","844","429","211,84,162","91","-9","231,73,142","100","1"
"","null","html-keyboard-response","191","344797","0.0-7.0-0.35","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","192","344899","0.0-7.0-1.35","","null","","29,10,64","74.92131868318239,150.94191604455438,-133.82612127177168","185.4367709133575,-131.21180579810147,-148.6289650954788","encoding","","","","","","","","","",""
"","null","html-keyboard-response","193","345200","0.0-7.0-2.35","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","194","346402","0.0-7.0-3.35","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5965","continuous_report","195","352369","0.0-7.0-4.35","","","","29,10,64","74.92131868318239,150.94191604455438,-133.82612127177168","185.4367709133575,-131.21180579810147,-148.6289650954788","Probe","","null","806","436","47,132,172","47","18","55,138,133","29","0"
"","null","html-keyboard-response","196","353370","0.0-7.0-0.36","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","197","353473","0.0-7.0-1.36","","null","","55,88,24","-141.42135623730948,-120.36300463040965,84.52365234813989","141.4213562373095,-159.72710200945858,181.26155740732997","encoding","","","","","","","","","",""
"","null","html-keyboard-response","198","353774","0.0-7.0-2.36","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","199","354976","0.0-7.0-3.36","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5287","continuous_report","200","360266","0.0-7.0-4.36","","","","55,88,24","-141.42135623730948,-120.36300463040965,84.52365234813989","141.4213562373095,-159.72710200945858,181.26155740732997","Probe","","null","783","435","216,81,158","93","5","202,88,168","88","1"
"","null","html-keyboard-response","201","361268","0.0-7.0-0.37","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","202","361370","0.0-7.0-1.37","","null","","105,142,77","-87.6742293578155,171.43346014042243,-141.42135623730954","179.75880925983338,-103.00761498201089,-141.42135623730948","encoding","","","","","","","","","",""
"","null","html-keyboard-response","203","361671","0.0-7.0-2.37","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","204","362873","0.0-7.0-3.37","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3161","continuous_report","205","366037","0.0-7.0-4.37","","","","105,142,77","-87.6742293578155,171.43346014042243,-141.42135623730954","179.75880925983338,-103.00761498201089,-141.42135623730948","Probe","","null","785","342","219,98,49","143","1","221,96,51","142","1"
"","null","html-keyboard-response","206","367038","0.0-7.0-0.38","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","207","367141","0.0-7.0-1.38","","null","","126,160,71","-44.990210868773055,178.20130483767355,-194.0591452551993","-194.87401295704703,-90.79809994790939,48.38437911993355","encoding","","","","","","","","","",""
"","null","html-keyboard-response","208","367441","0.0-7.0-2.38","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","209","368643","0.0-7.0-3.38","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11904","continuous_report","210","380549","0.0-7.0-4.38","","","","126,160,71","-44.990210868773055,178.20130483767355,-194.0591452551993","-194.87401295704703,-90.79809994790939,48.38437911993355","Probe","","null","837","369","238,81,70","131","5","243,75,80","126","0"
"","null","html-keyboard-response","211","381549","0.0-7.0-0.39","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","212","381652","0.0-7.0-1.39","","null","","119,137,37","185.4367709133575,10.467191248588794,-48.38437911993356","74.9213186831824,199.72590695091478,-194.0591452551993","encoding","","","","","","","","","",""
"","null","html-keyboard-response","213","381953","0.0-7.0-2.39","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","214","383155","0.0-7.0-3.39","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2680","continuous_report","215","385837","0.0-7.0-4.39","","","","119,137,37","185.4367709133575,10.467191248588794,-48.38437911993356","74.9213186831824,199.72590695091478,-194.0591452551993","Probe","","null","857","428","231,73,142","100","-19","246,68,96","119","0"
"","null","html-keyboard-response","216","386838","0.0-7.0-0.40","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","217","386941","0.0-7.0-1.40","","null","","52,152,125","-161.80339887498945,189.1037151198633,-74.92131868318246","117.55705045849464,-65.11363089143151,-185.43677091335746","encoding","","","","","","","","","",""
"","null","html-keyboard-response","218","387242","0.0-7.0-2.40","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","219","388443","0.0-7.0-3.40","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9844","continuous_report","220","398290","0.0-7.0-4.40","","","","52,152,125","-161.80339887498945,189.1037151198633,-74.92131868318246","117.55705045849464,-65.11363089143151,-185.43677091335746","Probe","","null","813","308","70,128,181","53","1","66,129,179","52","0"
"","null","html-keyboard-response","221","399291","0.0-7.0-0.41","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","222","399393","0.0-7.0-1.41","","null","","48,29,6","-171.43346014042245,-41.58233816355196,157.6021507213444","-103.00761498201084,-195.6295201467611,123.13229506513164","encoding","","","","","","","","","",""
"","null","html-keyboard-response","223","399694","0.0-7.0-2.41","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","224","400896","0.0-7.0-3.41","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6167","continuous_report","225","407064","0.0-7.0-4.41","","","","48,29,6","-171.43346014042245,-41.58233816355196,157.6021507213444","-103.00761498201084,-195.6295201467611,123.13229506513164","Probe","","null","854","390","158,106,185","75","69","116,135,77","6","2"
"","null","html-keyboard-response","226","408066","0.0-7.0-0.42","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","227","408168","0.0-7.0-1.42","","null","","103,153,175","-38.16179907530909,48.38437911993358,-190.21130325903067","-196.32543668953278,194.0591452551993,-61.80339887498955","encoding","","","","","","","","","",""
"","null","html-keyboard-response","228","408470","0.0-7.0-2.42","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","229","409671","0.0-7.0-3.42","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2275","continuous_report","230","411947","0.0-7.0-4.42","","","","103,153,175","-38.16179907530909,48.38437911993358,-190.21130325903067","-196.32543668953278,194.0591452551993,-61.80339887498955","Probe","","null","854","297","223,77,151","96","-7","236,70,135","103","0"
"","null","html-keyboard-response","231","412948","0.0-7.0-0.43","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","232","413050","0.0-7.0-1.43","","null","","14,162,132","114.71528727020923,-181.26155740733,-176.58951857178536","163.83040885779835,-84.52365234813985,93.89431255717821","encoding","","","","","","","","","",""
"","null","html-keyboard-response","233","413351","0.0-7.0-2.43","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","234","414553","0.0-7.0-3.43","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2803","continuous_report","235","417358","0.0-7.0-4.43","","","","14,162,132","114.71528727020923,-181.26155740733,-176.58951857178536","163.83040885779835,-84.52365234813985,93.89431255717821","Probe","","null","752","444","67,138,123","25","11","96,137,95","14","0"
"","null","html-keyboard-response","236","418359","0.0-7.0-0.44","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","237","418462","0.0-7.0-1.44","","null","","59,95,132","105.98385284664099,120.36300463040959,-136.3996720124998","169.6096192312852,-159.72710200945863,-146.27074032383402","encoding","","","","","","","","","",""
"","null","html-keyboard-response","238","418763","0.0-7.0-2.44","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","239","419964","0.0-7.0-3.44","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4268","continuous_report","240","424233","0.0-7.0-4.44","","","","59,95,132","105.98385284664099,120.36300463040959,-136.3996720124998","169.6096192312852,-159.72710200945863,-146.27074032383402","Probe","","null","841","447","244,66,118","110","15","221,79,154","95","1"
"","null","html-keyboard-response","241","425236","0.0-7.0-0.45","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","242","425337","0.0-7.0-1.45","","null","","95,61,156","199.51281005196486,-185.43677091335746,31.286893008046135","-13.951294748824953,74.92131868318245,-197.53766811902756","encoding","","","","","","","","","",""
"","null","html-keyboard-response","243","425639","0.0-7.0-2.45","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","244","426840","0.0-7.0-3.45","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3836","continuous_report","245","430678","0.0-7.0-4.45","","","","95,61,156","199.51281005196486,-185.43677091335746,31.286893008046135","-13.951294748824953,74.92131868318245,-197.53766811902756","Probe","","null","893","461","234,71,137","102","7","221,79,154","95","0"
"","null","html-keyboard-response","246","431679","0.0-7.0-0.46","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","247","431781","0.0-7.0-1.46","","null","","1,129,76","-108.92780700300541,133.82612127177168,74.92131868318239","167.7341135890848,148.62896509547883,-185.4367709133575","encoding","","","","","","","","","",""
"","null","html-keyboard-response","248","432082","0.0-7.0-2.46","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","249","433284","0.0-7.0-3.46","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","15021","continuous_report","250","448306","0.0-7.0-4.46","","","","1,129,76","-108.92780700300541,133.82612127177168,74.92131868318239","167.7341135890848,148.62896509547883,-185.4367709133575","Probe","","null","866","421","240,78,74","129","0","240,78,74","129","1"
"","null","html-keyboard-response","251","449307","0.0-7.0-0.47","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","252","449409","0.0-7.0-1.47","","null","","15,156,121","-190.21130325903067,-48.38437911993356,114.71528727020923","-61.80339887498955,-194.0591452551993,163.83040885779835","encoding","","","","","","","","","",""
"","null","html-keyboard-response","253","449710","0.0-7.0-2.47","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","254","450912","0.0-7.0-3.47","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7169","continuous_report","255","458082","0.0-7.0-4.47","","","","15,156,121","-190.21130325903067,-48.38437911993356,114.71528727020923","-61.80339887498955,-194.0591452551993,163.83040885779835","Probe","","null","801","423","106,137,86","10","-5","94,138,98","15","0"
"","null","html-keyboard-response","256","459084","0.0-7.0-0.48","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","257","459186","0.0-7.0-1.48","","null","","143,1,70","159.72710200945858,-184.10097069048808,-48.384379119933556","-120.36300463040965,-78.1462256978547,194.0591452551993","encoding","","","","","","","","","",""
"","null","html-keyboard-response","258","459487","0.0-7.0-2.48","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","259","460688","0.0-7.0-3.48","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4761","continuous_report","260","465451","0.0-7.0-4.48","","","","143,1,70","159.72710200945858,-184.10097069048808,-48.384379119933556","-120.36300463040965,-78.1462256978547,194.0591452551993","Probe","","null","789","400","126,134,68","2","1","129,133,66","1","1"
"","null","html-keyboard-response","261","466452","0.0-7.0-0.49","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","262","466554","0.0-7.0-1.49","","null","","86,49,105","-87.67422935781555,68.40402866513364,163.83040885779835","-179.75880925983336,-187.93852415718172,114.71528727020922","encoding","","","","","","","","","",""
"","null","html-keyboard-response","263","466856","0.0-7.0-2.49","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","264","468057","0.0-7.0-3.49","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2998","continuous_report","265","471057","0.0-7.0-4.49","","","","86,49,105","-87.67422935781555,68.40402866513364,163.83040885779835","-179.75880925983336,-187.93852415718172,114.71528727020922","Probe","","null","899","439","72,138,118","23","-26","55,131,175","49","1"
"","null","html-keyboard-response","266","472059","0.0-7.0-0.50","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","267","472161","0.0-7.0-1.50","","null","","68,128,109","-199.51281005196483,-17.43114854953165,178.20130483767355","13.951294748825106,-199.23893961834912,-90.79809994790939","encoding","","","","","","","","","",""
"","null","html-keyboard-response","268","472463","0.0-7.0-2.50","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","269","473664","0.0-7.0-3.50","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2982","continuous_report","270","476648","0.0-7.0-4.50","","","","68,128,109","-199.51281005196483,-17.43114854953165,178.20130483767355","13.951294748825106,-199.23893961834912,-90.79809994790939","Probe","","null","859","387","226,92,56","139","11","241,77,76","128","1"
"","null","html-keyboard-response","271","477651","0.0-7.0-0.51","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","272","477753","0.0-7.0-1.51","","null","","127,39,167","48.38437911993358,-182.70909152852022,-17.43114854953165","194.0591452551993,-81.34732861515997,-199.23893961834912","encoding","","","","","","","","","",""
"","null","html-keyboard-response","273","478054","0.0-7.0-2.51","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","274","479256","0.0-7.0-3.51","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","1824","continuous_report","275","481082","0.0-7.0-4.51","","","","127,39,167","48.38437911993358,-182.70909152852022,-17.43114854953165","194.0591452551993,-81.34732861515997,-199.23893961834912","Probe","","null","825","335","136,132,60","178","11","164,124,43","167","2"
"","null","html-keyboard-response","276","482083","0.0-7.0-0.52","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","277","482185","0.0-7.0-1.52","","null","","11,149,122","125.86407820996752,-90.79809994790938,-24.373868681029474","155.42919229139414,-178.20130483767355,198.5092303282644","encoding","","","","","","","","","",""
"","null","html-keyboard-response","278","482486","0.0-7.0-2.52","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","279","483688","0.0-7.0-3.52","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2175","continuous_report","280","485865","0.0-7.0-4.52","","","","11,149,122","125.86407820996752,-90.79809994790938,-24.373868681029474","155.42919229139414,-178.20130483767355,198.5092303282644","Probe","","null","760","519","202,108,39","151","2","206,105,41","149","1"
"","null","html-keyboard-response","281","486866","0.0-7.0-0.53","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","282","486969","0.0-7.0-1.53","","null","","176,101,140","197.53766811902756,65.11363089143126,-200","31.286893008046174,-189.10371511986338,2.4492935982947064e-14","encoding","","","","","","","","","",""
"","null","html-keyboard-response","283","487270","0.0-7.0-2.53","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","284","488472","0.0-7.0-3.53","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4401","continuous_report","285","492875","0.0-7.0-4.53","","","","176,101,140","197.53766811902756,65.11363089143126,-200","31.286893008046174,-189.10371511986338,2.4492935982947064e-14","Probe","","null","806","460","225,76,149","97","-4","233,72,140","101","1"
"","null","html-keyboard-response","286","493876","0.0-7.0-0.54","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","287","494002","0.0-7.0-1.54","","null","","71,0,19","-197.53766811902756,-105.98385284664096,-103.00761498201089","-31.286893008046153,169.60961923128522,-171.43346014042243","encoding","","","","","","","","","",""
"","null","html-keyboard-response","288","494303","0.0-7.0-2.54","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","289","495505","0.0-7.0-3.54","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2284","continuous_report","290","497791","0.0-7.0-4.54","","","","71,0,19","-197.53766811902756,-105.98385284664096,-103.00761498201089","-31.286893008046153,169.60961923128522,-171.43346014042243","Probe","","null","852","545","154,127,48","171","171","131,133,64","0","1"
"","null","html-keyboard-response","291","498793","0.0-7.0-0.55","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","292","498895","0.0-7.0-1.55","","null","","155,96,34","198.90437907365467,96.96192404926744,-199.96953903127826","-20.905692653530682,174.92394142787916,-3.4904812874566384","encoding","","","","","","","","","",""
"","null","html-keyboard-response","293","499197","0.0-7.0-2.55","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","294","500398","0.0-7.0-3.55","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3477","continuous_report","295","503878","0.0-7.0-4.55","","","","155,96,34","198.90437907365467,96.96192404926744,-199.96953903127826","-20.905692653530682,174.92394142787916,-3.4904812874566384","Probe","","null","833","481","124,134,70","3","-31","39,137,145","34","2"
"","null","html-keyboard-response","296","504879","0.0-7.0-0.56","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","297","504982","0.0-7.0-1.56","","null","","20,168,43","128.55752193730788,10.467191248588788,148.62896509547886","153.20888862379562,-199.72590695091478,-133.82612127177163","encoding","","","","","","","","","",""
"","null","html-keyboard-response","298","505283","0.0-7.0-2.56","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","299","506484","0.0-7.0-3.56","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4389","continuous_report","300","510875","0.0-7.0-4.56","","","","20,168,43","128.55752193730788,10.467191248588788,148.62896509547886","153.20888862379562,-199.72590695091478,-133.82612127177163","Probe","","null","812","456","42,137,143","33","-10","32,134,165","43","2"
"","null","html-keyboard-response","301","511877","0.0-7.0-0.57","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","302","511979","0.0-7.0-1.57","","null","","42,86,169","10.467191248588794,182.7090915285202,167.7341135890848","199.72590695091478,-81.34732861516002,108.92780700300541","encoding","","","","","","","","","",""
"","null","html-keyboard-response","303","512281","0.0-7.0-2.57","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","304","513482","0.0-7.0-3.57","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5109","continuous_report","305","518593","0.0-7.0-4.57","","","","42,86,169","10.467191248588794,182.7090915285202,167.7341135890848","199.72590695091478,-81.34732861516002,108.92780700300541","Probe","","null","691","512","49,138,138","31","-11","28,134,163","42","0"
"","null","html-keyboard-response","306","519594","0.0-7.0-0.58","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","307","519697","0.0-7.0-1.58","","null","","91,4,117","-157.60215072134437,-136.3996720124998,150.9419160445544","123.13229506513169,-146.27074032383402,131.21180579810144","encoding","","","","","","","","","",""
"","null","html-keyboard-response","308","519997","0.0-7.0-2.58","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","309","521199","0.0-7.0-3.58","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4491","continuous_report","310","525692","0.0-7.0-4.58","","","","91,4,117","-157.60215072134437,-136.3996720124998,150.9419160445544","123.13229506513169,-146.27074032383402,131.21180579810144","Probe","","null","721","356","123,117,189","66","-25","211,84,162","91","0"
"","null","html-keyboard-response","311","526693","0.0-7.0-0.59","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","312","526794","0.0-7.0-1.59","","null","","48,129,144","194.87401295704703,71.67358990906007,105.98385284664093","-44.99021086877307,186.71608529944035,-169.60961923128522","encoding","","","","","","","","","",""
"","null","html-keyboard-response","313","527095","0.0-7.0-2.59","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","314","528296","0.0-7.0-3.59","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3457","continuous_report","315","531756","0.0-7.0-4.59","","","","48,129,144","194.87401295704703,71.67358990906007,105.98385284664093","-44.99021086877307,186.71608529944035,-169.60961923128522","Probe","","null","817","328","26,136,154","38","-106","217,99,48","144","2"
"[{""page_index"":0,""viewing_time"":7510}]","7510","instructions","316","539266","0.0-8.0","","","","","","","","","","","","","","","","",""
