"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","null","html-keyboard-response","17","65605","0.0-7.0-0.0","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","18","65707","0.0-7.0-1.0","1","null","","32,5,146","-190.2113032590307,-13.951294748825116,-55.12747116339981","61.803398874989504,-199.51281005196483,192.25233918766378","encoding","","","","","","","","","",""
"","null","html-keyboard-response","19","66009","0.0-7.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","20","75710","0.0-7.0-3.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5845","continuous_report","21","81557","0.0-7.0-4.0","1","","","32,5,146","-190.2113032590307,-13.951294748825116,-55.12747116339981","61.803398874989504,-199.51281005196483,192.25233918766378","Probe","","null","878","459","119,135,74","5","0","119,135,74","5","1"
"","null","html-keyboard-response","22","82559","0.0-7.0-0.1","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","23","82661","0.0-7.0-1.1","2","null","","118,101,40","-133.82612127177165,111.83858069414939,123.1322950651317","148.62896509547886,165.80751451100832,-157.60215072134434","encoding","","","","","","","","","",""
"","null","html-keyboard-response","24","82962","0.0-7.0-2.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","25","92664","0.0-7.0-3.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4011","continuous_report","26","96677","0.0-7.0-4.1","2","","","118,101,40","-133.82612127177165,111.83858069414939,123.1322950651317","148.62896509547886,165.80751451100832,-157.60215072134434","Probe","","null","643","381","237,69,132","104","-14","246,67,98","118","0"
"","null","html-keyboard-response","27","97677","0.0-7.0-0.2","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","28","97779","0.0-7.0-1.2","3","null","","13,91,109","186.7160852994403,-198.90437907365467,38.161799075308984","-71.67358990906015,20.905692653530746,196.3254366895328","encoding","","","","","","","","","",""
"","null","html-keyboard-response","29","98081","0.0-7.0-2.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","30","107782","0.0-7.0-3.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3022","continuous_report","31","110807","0.0-7.0-4.2","3","","","13,91,109","186.7160852994403,-198.90437907365467,38.161799075308984","-71.67358990906015,20.905692653530746,196.3254366895328","Probe","","null","741","461","211,84,162","91","-18","243,66,120","109","2"
"","null","html-keyboard-response","32","111810","0.0-7.0-0.3","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","33","111912","0.0-7.0-1.3","4","null","","30,10,174","55.127471163399875,-199.51281005196486,199.96953903127826","-192.25233918766375,-13.951294748824965,-3.49048128745689","encoding","","","","","","","","","",""
"","null","html-keyboard-response","34","112214","0.0-7.0-2.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","35","121916","0.0-7.0-3.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","8250","continuous_report","36","130167","0.0-7.0-4.3","4","","","30,10,174","55.127471163399875,-199.51281005196486,199.96953903127826","-192.25233918766375,-13.951294748824965,-3.49048128745689","Probe","","null","553","436","29,136,152","37","7","52,138,135","30","0"
"","null","html-keyboard-response","37","131169","0.0-7.0-0.4","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","38","131270","0.0-7.0-1.4","","null","","45,11,81","-141.42135623730954,-198.5092303282644,41.58233816355171","-141.42135623730948,24.37386868102951,-195.62952014676117","encoding","","","","","","","","","",""
"","null","html-keyboard-response","39","131572","0.0-7.0-2.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","40","141275","0.0-7.0-3.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","13156","continuous_report","41","154433","0.0-7.0-4.4","","","","45,11,81","-141.42135623730954,-198.5092303282644,41.58233816355171","-141.42135623730948,24.37386868102951,-195.62952014676117","Probe","","null","816","436","32,137,150","36","-9","39,133,168","45","0"
"","null","html-keyboard-response","42","155434","0.0-7.0-0.5","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","43","155536","0.0-7.0-1.5","","null","","120,73,2","191.26095119260714,-153.2088886237956,6.979899340500216","-58.47434094454725,128.55752193730788,199.87816540381914","encoding","","","","","","","","","",""
"","null","html-keyboard-response","44","155838","0.0-7.0-2.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","45","165539","0.0-7.0-3.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4327","continuous_report","46","169868","0.0-7.0-4.5","","","","120,73,2","191.26095119260714,-153.2088886237956,6.979899340500216","-58.47434094454725,128.55752193730788,199.87816540381914","Probe","","null","966","378","177,100,180","80","7","151,109,187","73","1"
"","null","html-keyboard-response","47","170870","0.0-7.0-0.6","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","48","170972","0.0-7.0-1.6","","null","","13,82,107","-196.96155060244163,141.4213562373095,-71.67358990906006","34.72963553338605,141.42135623730948,186.71608529944035","encoding","","","","","","","","","",""
"","null","html-keyboard-response","49","171274","0.0-7.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","50","180976","0.0-7.0-3.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","10061","continuous_report","51","191039","0.0-7.0-4.6","","","","13,82,107","-196.96155060244163,141.4213562373095,-71.67358990906006","34.72963553338605,141.42135623730948,186.71608529944035","Probe","","null","859","343","187,96,176","83","1","183,97,177","82","1"
"","null","html-keyboard-response","52","192040","0.0-7.0-0.7","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","53","192143","0.0-7.0-1.7","","null","","97,174,138","-103.00761498201084,-191.2609511926071,51.76380902050415","171.43346014042245,-58.47434094454728,193.18516525781365","encoding","","","","","","","","","",""
"","null","html-keyboard-response","54","192444","0.0-7.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","55","202145","0.0-7.0-3.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4237","continuous_report","56","206384","0.0-7.0-4.7","","","","97,174,138","-103.00761498201084,-191.2609511926071,51.76380902050415","171.43346014042245,-58.47434094454728,193.18516525781365","Probe","","null","819","527","234,85,64","134","-4","228,91,57","138","2"
"","null","html-keyboard-response","57","207386","0.0-7.0-0.8","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","58","207487","0.0-7.0-1.8","","null","","37,12,61","-125.86407820996743,120.36300463040959,-194.87401295704706","-155.42919229139423,-159.72710200945863,44.99021086877295","encoding","","","","","","","","","",""
"","null","html-keyboard-response","59","207788","0.0-7.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","60","217490","0.0-7.0-3.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","12573","continuous_report","61","230064","0.0-7.0-4.8","","","","37,12,61","-125.86407820996743,120.36300463040959,-194.87401295704706","-155.42919229139423,-159.72710200945863,44.99021086877295","Probe","","null","827","379","47,132,172","47","10","29,136,152","37","0"
"","null","html-keyboard-response","62","231066","0.0-7.0-0.9","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","63","231168","0.0-7.0-1.9","","null","","64,119,161","-61.80339887498947,-178.20130483767355,199.87816540381914","190.21130325903073,90.79809994790938,6.979899340500194","encoding","","","","","","","","","",""
"","null","html-keyboard-response","64","231469","0.0-7.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","65","241171","0.0-7.0-3.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4034","continuous_report","66","245207","0.0-7.0-4.9","","","","64,119,161","-61.80339887498947,-178.20130483767355,199.87816540381914","190.21130325903073,90.79809994790938,6.979899340500194","Probe","","null","746","420","188,115,36","157","-4","178,119,37","161","2"
"","null","html-keyboard-response","67","246208","0.0-7.0-0.10","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","68","246312","0.0-7.0-1.10","","null","","157,45,113","-186.71608529944035,-153.20888862379562,167.7341135890848","71.67358990906004,-128.55752193730785,108.92780700300541","encoding","","","","","","","","","",""
"","null","html-keyboard-response","69","246613","0.0-7.0-2.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","70","256315","0.0-7.0-3.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2930","continuous_report","71","259246","0.0-7.0-4.10","","","","157,45,113","-186.71608529944035,-153.20888862379562,167.7341135890848","71.67358990906004,-128.55752193730785,108.92780700300541","Probe","","null","662","397","51,132,174","48","3","39,133,168","45","1"
"","null","html-keyboard-response","72","260248","0.0-7.0-0.11","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","73","260349","0.0-7.0-1.11","","null","","113,45,2","194.0591452551993,-150.94191604455438,-31.286893008046206","48.38437911993355,-131.2118057981015,197.53766811902753","encoding","","","","","","","","","",""
"","null","html-keyboard-response","74","260651","0.0-7.0-2.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","75","270352","0.0-7.0-3.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5193","continuous_report","76","275547","0.0-7.0-4.11","","","","113,45,2","194.0591452551993,-150.94191604455438,-31.286893008046206","48.38437911993355,-131.2118057981015,197.53766811902753","Probe","","null","923","401","51,132,174","48","3","39,133,168","45","1"
"","null","html-keyboard-response","77","276549","0.0-7.0-0.12","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","78","276651","0.0-7.0-1.12","","null","","143,126,175","141.42135623730948,-195.62952014676114,44.990210868772984","-141.42135623730954,-41.58233816355181,194.87401295704706","encoding","","","","","","","","","",""
"","null","html-keyboard-response","79","276952","0.0-7.0-2.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","80","286654","0.0-7.0-3.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","1761","continuous_report","81","288417","0.0-7.0-4.12","","","","143,126,175","141.42135623730948,-195.62952014676114,44.990210868772984","-141.42135623730954,-41.58233816355181,194.87401295704706","Probe","","null","750","380","244,65,115","111","-15","243,75,80","126","1"
"","null","html-keyboard-response","82","289418","0.0-7.0-0.13","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","83","289521","0.0-7.0-1.13","","null","","166,78,21","141.4213562373095,-194.0591452551993,34.729635533385995","141.42135623730948,-48.3843791199335,-196.96155060244163","encoding","","","","","","","","","",""
"","null","html-keyboard-response","84","289821","0.0-7.0-2.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","85","299523","0.0-7.0-3.13","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3944","continuous_report","86","303469","0.0-7.0-4.13","","","","166,78,21","141.4213562373095,-194.0591452551993,34.729635533385995","141.42135623730948,-48.3843791199335,-196.96155060244163","Probe","","null","742","491","170,102,183","78","0","170,102,183","78","1"
"","null","html-keyboard-response","87","304470","0.0-7.0-0.14","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","88","304572","0.0-7.0-1.14","","null","","84,114,26","-58.47434094454741,-171.43346014042243,-190.21130325903067","-191.26095119260705,103.00761498201088,-61.80339887498955","encoding","","","","","","","","","",""
"","null","html-keyboard-response","89","304873","0.0-7.0-2.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","90","314575","0.0-7.0-3.14","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5789","continuous_report","91","320366","0.0-7.0-4.14","","","","84,114,26","-58.47434094454741,-171.43346014042243,-190.21130325903067","-191.26095119260705,103.00761498201088,-61.80339887498955","Probe","","null","832","349","244,66,118","110","-4","246,66,108","114","1"
"","null","html-keyboard-response","92","321367","0.0-7.0-0.15","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","93","321469","0.0-7.0-1.15","","null","","108,80,50","-128.5575219373079,-24.373868681029474,74.92131868318239","-153.2088886237956,198.5092303282644,-185.4367709133575","encoding","","","","","","","","","",""
"","null","html-keyboard-response","94","321770","0.0-7.0-2.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","95","331472","0.0-7.0-3.15","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3911","continuous_report","96","335384","0.0-7.0-4.15","","","","108,80,50","-128.5575219373079,-24.373868681029474,74.92131868318239","-153.2088886237956,198.5092303282644,-185.4367709133575","Probe","","null","905","488","173,101,181","79","-1","177,100,180","80","1"
"","null","html-keyboard-response","97","336385","0.0-7.0-0.16","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","98","336488","0.0-7.0-1.16","","null","","33,62,77","161.80339887498948,-58.47434094454741,150.94191604455438","117.55705045849463,-191.26095119260705,-131.21180579810147","encoding","","","","","","","","","",""
"","null","html-keyboard-response","99","336789","0.0-7.0-2.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","100","346491","0.0-7.0-3.16","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","1627","continuous_report","101","348119","0.0-7.0-4.16","","","","33,62,77","161.80339887498948,-58.47434094454741,150.94191604455438","117.55705045849463,-191.26095119260705,-131.21180579810147","Probe","","null","804","353","205,87,166","89","12","166,104,184","77","2"
"","null","html-keyboard-response","102","349120","0.0-7.0-0.17","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","103","349222","0.0-7.0-1.17","","null","","176,22,152","163.83040885779835,-148.62896509547886,163.83040885779832","114.71528727020922,-133.82612127177165,-114.71528727020927","encoding","","","","","","","","","",""
"","null","html-keyboard-response","104","349523","0.0-7.0-2.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","105","359226","0.0-7.0-3.17","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7194","continuous_report","106","366422","0.0-7.0-4.17","","","","176,22,152","163.83040885779835,-148.62896509547886,163.83040885779832","114.71528727020922,-133.82612127177165,-114.71528727020927","Probe","","null","726","470","25,135,161","41","19","75,138,115","22","1"
"","null","html-keyboard-response","107","367424","0.0-7.0-0.18","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","108","367525","0.0-7.0-1.18","","null","","130,70,15","-125.86407820996743,117.55705045849459,199.51281005196486","-155.42919229139423,-161.8033988749895,-13.951294748824953","encoding","","","","","","","","","",""
"","null","html-keyboard-response","109","367826","0.0-7.0-2.18","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","110","377528","0.0-7.0-3.18","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6285","continuous_report","111","383814","0.0-7.0-4.18","","","","130,70,15","-125.86407820996743,117.55705045849459,199.51281005196486","-155.42919229139423,-161.8033988749895,-13.951294748824953","Probe","","null","754","416","55,138,133","29","14","94,138,98","15","2"
"","null","html-keyboard-response","112","384815","0.0-7.0-0.19","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","113","384918","0.0-7.0-1.19","","null","","121,173,80","194.87401295704706,-199.72590695091478,-143.86796006773025","44.990210868773,-10.467191248588712,138.93167409179944","encoding","","","","","","","","","",""
"","null","html-keyboard-response","114","385219","0.0-7.0-2.19","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","115","394921","0.0-7.0-3.19","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","12245","continuous_report","116","407169","0.0-7.0-4.19","","","","121,173,80","194.87401295704706,-199.72590695091478,-143.86796006773025","44.990210868773,-10.467191248588712,138.93167409179944","Probe","","null","798","439","246,69,91","121","0","246,69,91","121","0"
"","null","html-keyboard-response","117","408171","0.0-7.0-0.20","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","118","408272","0.0-7.0-1.20","","null","","2,139,158","182.7090915285202,-111.83858069414947,-68.40402866513374","-81.34732861516002,-165.8075145110083,187.9385241571817","encoding","","","","","","","","","",""
"","null","html-keyboard-response","119","408574","0.0-7.0-2.20","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","120","418275","0.0-7.0-3.20","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","10862","continuous_report","121","429139","0.0-7.0-4.20","","","","2,139,158","182.7090915285202,-111.83858069414947,-68.40402866513374","-81.34732861516002,-165.8075145110083,187.9385241571817","Probe","","null","739","382","231,88,61","136","-3","226,92,56","139","1"
"","null","html-keyboard-response","122","430140","0.0-7.0-0.21","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","123","430242","0.0-7.0-1.21","","null","","115,94,78","-105.983852846641,-10.467191248588724,138.93167409179947","-169.60961923128517,199.72590695091478,143.86796006773022","encoding","","","","","","","","","",""
"","null","html-keyboard-response","124","430543","0.0-7.0-2.21","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","125","440245","0.0-7.0-3.21","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2448","continuous_report","126","442695","0.0-7.0-4.21","","","","115,94,78","-105.983852846641,-10.467191248588724,138.93167409179947","-169.60961923128517,199.72590695091478,143.86796006773022","Probe","","null","967","278","240,67,128","106","28","170,102,183","78","2"
"","null","html-keyboard-response","127","443697","0.0-7.0-0.22","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","128","443799","0.0-7.0-1.22","","null","","56,98,125","74.92131868318239,186.71608529944035,-48.384379119933556","-185.4367709133575,71.67358990906006,194.0591452551993","encoding","","","","","","","","","",""
"","null","html-keyboard-response","129","444100","0.0-7.0-2.22","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","130","453802","0.0-7.0-3.22","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3359","continuous_report","131","457162","0.0-7.0-4.22","","","","56,98,125","74.92131868318239,186.71608529944035,-48.384379119933556","-185.4367709133575,71.67358990906006,194.0591452551993","Probe","","null","1034","423","242,66,123","108","10","227,75,147","98","1"
"","null","html-keyboard-response","132","458164","0.0-7.0-0.23","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","133","458266","0.0-7.0-1.23","","null","","0,99,140","-163.8304088577984,-155.42919229139414,176.5895185717854","-114.71528727020916,125.86407820996754,93.89431255717817","encoding","","","","","","","","","",""
"","null","html-keyboard-response","134","458567","0.0-7.0-2.23","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","135","468269","0.0-7.0-3.23","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3695","continuous_report","136","471967","0.0-7.0-4.23","","","","0,99,140","-163.8304088577984,-155.42919229139414,176.5895185717854","-114.71528727020916,125.86407820996754,93.89431255717817","Probe","","null","802","301","124,134,70","3","-96","229,74,144","99","1"
"","null","html-keyboard-response","137","472968","0.0-7.0-0.24","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","138","473070","0.0-7.0-1.24","","null","","176,136,80","-31.286893008046206,176.5895185717854,185.43677091335746","197.53766811902753,93.89431255717817,-74.92131868318246","encoding","","","","","","","","","",""
"","null","html-keyboard-response","139","473372","0.0-7.0-2.24","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","140","483074","0.0-7.0-3.24","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11716","continuous_report","141","494793","0.0-7.0-4.24","","","","176,136,80","-31.286893008046206,176.5895185717854,185.43677091335746","197.53766811902753,93.89431255717817,-74.92131868318246","Probe","","null","792","437","136,132,60","178","2","141,131,57","176","0"
"","null","html-keyboard-response","142","495795","0.0-7.0-0.25","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","143","495897","0.0-7.0-1.25","","null","","171,95,9","-197.53766811902753,169.6096192312852,159.72710200945858","31.286893008046196,105.98385284664099,-120.36300463040965","encoding","","","","","","","","","",""
"","null","html-keyboard-response","144","496198","0.0-7.0-2.25","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","145","505899","0.0-7.0-3.25","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9535","continuous_report","146","515436","0.0-7.0-4.25","","","","171,95,9","-197.53766811902753,169.6096192312852,159.72710200945858","31.286893008046196,105.98385284664099,-120.36300463040965","Probe","","null","807","443","96,137,95","14","5","109,136,83","9","2"
"","null","html-keyboard-response","147","516437","0.0-7.0-0.26","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","148","516539","0.0-7.0-1.26","","null","","95,18,77","51.76380902050415,-71.67358990906014,-186.71608529944035","193.18516525781365,-186.71608529944032,71.67358990906004","encoding","","","","","","","","","",""
"","null","html-keyboard-response","149","516839","0.0-7.0-2.26","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","150","526540","0.0-7.0-3.26","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11178","continuous_report","151","537721","0.0-7.0-4.26","","","","95,18,77","51.76380902050415,-71.67358990906014,-186.71608529944035","193.18516525781365,-186.71608529944032,71.67358990906004","Probe","","null","769","444","91,138,100","16","-2","86,138,105","18","1"
"","null","html-keyboard-response","152","538722","0.0-7.0-0.27","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","153","538824","0.0-7.0-1.27","","null","","35,61,92","-178.20130483767355,192.25233918766372,78.1462256978547","90.79809994790938,-55.12747116339995,-184.1009706904881","encoding","","","","","","","","","",""
"","null","html-keyboard-response","154","539125","0.0-7.0-2.27","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","155","548827","0.0-7.0-3.27","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3495","continuous_report","156","552323","0.0-7.0-4.27","","","","35,61,92","-178.20130483767355,192.25233918766372,78.1462256978547","90.79809994790938,-55.12747116339995,-184.1009706904881","Probe","","null","844","472","202,88,168","88","53","36,137,147","35","0"
"","null","html-keyboard-response","157","553325","0.0-7.0-0.28","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
