"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","null","snap-keyboard-response","158","553427","0.0-7.0-1.28","","null","","156,20,70","-103.00761498201089,-192.25233918766372,190.2113032590307","-171.43346014042243,55.12747116339993,-61.803398874989526","encoding","","","","","","","","","",""
"","null","html-keyboard-response","159","553729","0.0-7.0-2.28","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","160","563430","0.0-7.0-3.28","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4809","continuous_report","161","568242","0.0-7.0-4.28","","","","156,20,70","-103.00761498201089,-192.25233918766372,190.2113032590307","-171.43346014042243,55.12747116339993,-61.803398874989526","Probe","","null","819","471","209,104,43","148","78","139,113,188","70","2"
"","null","html-keyboard-response","162","569244","0.0-7.0-0.29","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","163","569346","0.0-7.0-1.29","","null","","110,92,137","199.96953903127826,13.951294748825092,-90.79809994790938","3.4904812874567024,199.51281005196483,-178.20130483767355","encoding","","","","","","","","","",""
"","null","html-keyboard-response","164","569647","0.0-7.0-2.29","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","165","579349","0.0-7.0-3.29","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5337","continuous_report","166","584689","0.0-7.0-4.29","","","","110,92,137","199.96953903127826,13.951294748825092,-90.79809994790938","3.4904812874567024,199.51281005196483,-178.20130483767355","Probe","","null","803","442","215,100,46","145","8","230,89,59","137","2"
"","null","html-keyboard-response","167","585690","0.0-7.0-0.30","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","168","585792","0.0-7.0-1.30","","null","","24,88,7","-103.00761498201084,117.55705045849459,143.86796006773025","171.43346014042245,-161.8033988749895,138.93167409179944","encoding","","","","","","","","","",""
"","null","html-keyboard-response","169","586094","0.0-7.0-2.30","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","170","595795","0.0-7.0-3.30","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3989","continuous_report","171","599787","0.0-7.0-4.30","","","","24,88,7","-103.00761498201084,117.55705045849459,143.86796006773025","171.43346014042245,-161.8033988749895,138.93167409179944","Probe","","null","965","363","49,138,138","31","7","70,138,120","24","0"
"","null","html-keyboard-response","172","600788","0.0-7.0-0.31","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","173","600890","0.0-7.0-1.31","","null","","140,72,19","105.98385284664093,-100.00000000000009,-194.87401295704706","-169.60961923128522,-173.20508075688767,-44.990210868773","encoding","","","","","","","","","",""
"","null","html-keyboard-response","174","601191","0.0-7.0-2.31","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","175","610893","0.0-7.0-3.31","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9524","continuous_report","176","620418","0.0-7.0-4.31","","","","140,72,19","105.98385284664093,-100.00000000000009,-194.87401295704706","-169.60961923128522,-173.20508075688767,-44.990210868773","Probe","","null","817","452","158,106,185","75","-65","224,94,54","140","0"
"","null","html-keyboard-response","177","621420","0.0-7.0-0.32","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","178","621521","0.0-7.0-1.32","","null","","115,95,7","-84.52365234813999,186.71608529944035,-174.92394142787916","-181.26155740732995,71.67358990906006,96.96192404926744","encoding","","","","","","","","","",""
"","null","html-keyboard-response","179","621822","0.0-7.0-2.32","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","180","631524","0.0-7.0-3.32","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11616","continuous_report","181","643142","0.0-7.0-4.32","","","","115,95,7","-84.52365234813999,186.71608529944035,-174.92394142787916","-181.26155740732995,71.67358990906006,96.96192404926744","Probe","","null","777","457","238,81,70","131","16","246,66,106","115","0"
"","null","html-keyboard-response","182","644144","0.0-7.0-0.33","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","183","644247","0.0-7.0-1.33","","null","","113,1,151","31.286893008046185,123.1322950651317,-150.94191604455438","197.53766811902756,-157.60215072134434,-131.2118057981015","encoding","","","","","","","","","",""
"","null","html-keyboard-response","184","644549","0.0-7.0-2.33","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","185","654250","0.0-7.0-3.33","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4169","continuous_report","186","658421","0.0-7.0-4.33","","","","113,1,151","31.286893008046185,123.1322950651317,-150.94191604455438","197.53766811902756,-157.60215072134434,-131.2118057981015","Probe","","null","698","482","237,69,132","104","-9","245,65,110","113","0"
"","null","html-keyboard-response","187","659422","0.0-7.0-0.34","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","188","659524","0.0-7.0-1.34","","null","","173,10,135","-87.6742293578155,-90.79809994790938,61.80339887498945","179.75880925983338,-178.20130483767355,-190.21130325903073","encoding","","","","","","","","","",""
"","null","html-keyboard-response","189","659825","0.0-7.0-2.34","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","190","669527","0.0-7.0-3.34","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3403","continuous_report","191","672931","0.0-7.0-4.34","","","","173,10,135","-87.6742293578155,-90.79809994790938,61.80339887498945","179.75880925983338,-178.20130483767355,-190.21130325903073","Probe","","null","694","460","58,138,130","28","18","106,137,86","10","1"
"","null","html-keyboard-response","192","673933","0.0-7.0-0.35","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","193","674035","0.0-7.0-1.35","","null","","50,12,28","125.8640782099675,51.76380902050415,-176.58951857178536","-155.42919229139414,193.18516525781365,93.89431255717821","encoding","","","","","","","","","",""
"","null","html-keyboard-response","194","674336","0.0-7.0-2.35","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","195","684038","0.0-7.0-3.35","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6148","continuous_report","196","690189","0.0-7.0-4.35","","","","50,12,28","125.8640782099675,51.76380902050415,-176.58951857178536","-155.42919229139414,193.18516525781365,93.89431255717821","Probe","","null","824","455","96,137,95","14","2","101,137,90","12","1"
"","null","html-keyboard-response","197","691190","0.0-7.0-0.36","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","198","691292","0.0-7.0-1.36","","null","","54,106,77","-6.979899340500328,176.5895185717854,-199.51281005196486","-199.87816540381914,-93.89431255717817,-13.951294748824965","encoding","","","","","","","","","",""
"","null","html-keyboard-response","199","691593","0.0-7.0-2.36","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","200","701295","0.0-7.0-3.36","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3022","continuous_report","201","704318","0.0-7.0-4.36","","","","54,106,77","-6.979899340500328,176.5895185717854,-199.51281005196486","-199.87816540381914,-93.89431255717817,-13.951294748824965","Probe","","null","943","269","218,80,156","94","40","74,128,182","54","0"
"","null","html-keyboard-response","202","705320","0.0-7.0-0.37","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","203","705421","0.0-7.0-1.37","","null","","55,76,170","-167.7341135890848,-17.43114854953165,199.87816540381914","-108.92780700300541,-199.23893961834912,6.979899340500194","encoding","","","","","","","","","",""
"","null","html-keyboard-response","204","705723","0.0-7.0-2.37","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","205","715425","0.0-7.0-3.37","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4900","continuous_report","206","720326","0.0-7.0-4.37","","","","55,76,170","-167.7341135890848,-17.43114854953165,199.87816540381914","-108.92780700300541,-199.23893961834912,6.979899340500194","Probe","","null","929","499","164,124,43","167","-3","156,127,47","170","2"
"","null","html-keyboard-response","207","721328","0.0-7.0-0.38","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","208","721430","0.0-7.0-1.38","","null","","94,21,150","103.00761498201088,133.82612127177157,199.72590695091478","171.43346014042243,-148.62896509547895,10.467191248588765","encoding","","","","","","","","","",""
"","null","html-keyboard-response","209","721731","0.0-7.0-2.38","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","210","731433","0.0-7.0-3.38","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9152","continuous_report","211","740588","0.0-7.0-4.38","","","","94,21,150","103.00761498201088,133.82612127177157,199.72590695091478","171.43346014042243,-148.62896509547895,10.467191248588765","Probe","","null","786","405","61,138,128","27","-67","218,80,156","94","0"
"","null","html-keyboard-response","212","741590","0.0-7.0-0.39","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","213","741692","0.0-7.0-1.39","","null","","22,167,50","-171.43346014042243,131.21180579810147,150.94191604455438","103.00761498201088,150.94191604455438,-131.21180579810147","encoding","","","","","","","","","",""
"","null","html-keyboard-response","214","741993","0.0-7.0-2.39","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","215","751695","0.0-7.0-3.39","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","17926","continuous_report","216","769623","0.0-7.0-4.39","","","","22,167,50","-171.43346014042243,131.21180579810147,150.94191604455438","103.00761498201088,150.94191604455438,-131.21180579810147","Probe","","null","669","162","55,131,175","49","-1","59,130,177","50","2"
"","null","html-keyboard-response","217","770624","0.0-7.0-0.40","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","218","770726","0.0-7.0-1.40","","null","","116,150,97","-61.80339887498951,24.373868681029496,-125.86407820996746","-190.2113032590307,198.5092303282644,155.42919229139423","encoding","","","","","","","","","",""
"","null","html-keyboard-response","219","771027","0.0-7.0-2.40","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","220","780729","0.0-7.0-3.40","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6137","continuous_report","221","786868","0.0-7.0-4.40","","","","116,150,97","-61.80339887498951,24.373868681029496,-125.86407820996746","-190.2113032590307,198.5092303282644,155.42919229139423","Probe","","null","627","304","166,104,184","77","-20","225,76,149","97","2"
"","null","html-keyboard-response","222","787870","0.0-7.0-0.41","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","223","787972","0.0-7.0-1.41","","null","","118,4,154","65.11363089143136,58.47434094454735,199.96953903127826","189.10371511986335,-191.26095119260708,-3.49048128745689","encoding","","","","","","","","","",""
"","null","html-keyboard-response","224","788273","0.0-7.0-2.41","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","225","797975","0.0-7.0-3.41","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3517","continuous_report","226","801493","0.0-7.0-4.41","","","","118,4,154","65.11363089143136,58.47434094454735,199.96953903127826","189.10371511986335,-191.26095119260708,-3.49048128745689","Probe","","null","744","383","195,111,37","154","0","195,111,37","154","2"
"","null","html-keyboard-response","227","802495","0.0-7.0-0.42","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","228","802597","0.0-7.0-1.42","","null","","164,14,65","-111.83858069414934,-90.79809994790938,143.86796006773025","165.80751451100838,-178.20130483767355,138.93167409179944","encoding","","","","","","","","","",""
"","null","html-keyboard-response","229","802899","0.0-7.0-2.42","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","230","812600","0.0-7.0-3.42","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2954","continuous_report","231","815556","0.0-7.0-4.42","","","","164,14,65","-111.83858069414934,-90.79809994790938,143.86796006773025","165.80751451100838,-178.20130483767355,138.93167409179944","Probe","","null","636","435","215,100,46","145","-19","171,122,39","164","0"
"","null","html-keyboard-response","232","816558","0.0-7.0-0.43","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","233","816660","0.0-7.0-1.43","","null","","19,138,167","165.80751451100832,-48.38437911993356,136.3996720124996","111.83858069414939,-194.0591452551993,-146.2707403238342","encoding","","","","","","","","","",""
"","null","html-keyboard-response","234","816961","0.0-7.0-2.43","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","235","826663","0.0-7.0-3.43","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6317","continuous_report","236","832981","0.0-7.0-4.43","","","","19,138,167","165.80751451100832,-48.38437911993356,136.3996720124996","111.83858069414939,-194.0591452551993,-146.2707403238342","Probe","","null","810","433","239,80,72","130","-8","228,91,57","138","1"
"","null","html-keyboard-response","237","833982","0.0-7.0-0.44","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","238","834085","0.0-7.0-1.44","","null","","99,125,30","193.18516525781365,-192.25233918766372,24.37386868102954","51.76380902050415,55.12747116339993,-198.5092303282644","encoding","","","","","","","","","",""
"","null","html-keyboard-response","239","834386","0.0-7.0-2.44","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","240","844090","0.0-7.0-3.44","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6883","continuous_report","241","850976","0.0-7.0-4.44","","","","99,125,30","193.18516525781365,-192.25233918766372,24.37386868102954","51.76380902050415,55.12747116339993,-198.5092303282644","Probe","","null","794","429","58,138,130","28","-2","52,138,135","30","2"
"","null","html-keyboard-response","242","851978","0.0-7.0-0.45","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","243","852080","0.0-7.0-1.45","","null","","143,13,158","-105.983852846641,138.93167409179947,153.2088886237956","-169.60961923128517,143.86796006773022,-128.5575219373079","encoding","","","","","","","","","",""
"","null","html-keyboard-response","244","852382","0.0-7.0-2.45","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","245","862087","0.0-7.0-3.45","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6901","continuous_report","246","868990","0.0-7.0-4.45","","","","143,13,158","-105.983852846641,138.93167409179947,153.2088886237956","-169.60961923128517,143.86796006773022,-128.5575219373079","Probe","","null","835","292","202,108,39","151","-7","186,116,36","158","2"
"","null","html-keyboard-response","247","869991","0.0-7.0-0.46","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","248","870093","0.0-7.0-1.46","","null","","106,0,32","-178.20130483767363,133.82612127177168,176.5895185717854","-90.79809994790926,148.62896509547883,-93.89431255717817","encoding","","","","","","","","","",""
"","null","html-keyboard-response","249","870394","0.0-7.0-2.46","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","250","880096","0.0-7.0-3.46","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5070","continuous_report","251","885168","0.0-7.0-4.46","","","","106,0,32","-178.20130483767363,133.82612127177168,176.5895185717854","-90.79809994790926,148.62896509547883,-93.89431255717817","Probe","","null","837","464","47,132,172","47","15","46,137,140","32","2"
"","null","html-keyboard-response","252","886169","0.0-7.0-0.47","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","253","886272","0.0-7.0-1.47","","null","","112,42,60","58.47434094454735,-196.9615506024416,-143.86796006773025","191.26095119260708,-34.729635533386094,138.93167409179944","encoding","","","","","","","","","",""
"","null","html-keyboard-response","254","886573","0.0-7.0-2.47","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","255","896275","0.0-7.0-3.47","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11449","continuous_report","256","907726","0.0-7.0-4.47","","","","112,42,60","58.47434094454735,-196.9615506024416,-143.86796006773025","191.26095119260708,-34.729635533386094,138.93167409179944","Probe","","null","840","379","205,87,166","89","29","99,123,187","60","2"
"","null","html-keyboard-response","257","908727","0.0-7.0-0.48","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","258","908830","0.0-7.0-1.48","","null","","99,173,9","-196.3254366895328,-150.9419160445544,174.92394142787916","-38.16179907530895,131.21180579810147,96.96192404926741","encoding","","","","","","","","","",""
"","null","html-keyboard-response","259","909131","0.0-7.0-2.48","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","260","918833","0.0-7.0-3.48","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9566","continuous_report","261","928402","0.0-7.0-4.48","","","","99,173,9","-196.3254366895328,-150.9419160445544,174.92394142787916","-38.16179907530895,131.21180579810147,96.96192404926741","Probe","","null","765","441","99,137,93","13","4","109,136,83","9","2"
"","null","html-keyboard-response","262","929403","0.0-7.0-0.49","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","263","929506","0.0-7.0-1.49","","null","","75,32,112","182.70909152852016,-193.18516525781368,78.1462256978547","81.34732861516002,-51.76380902050407,-184.1009706904881","encoding","","","","","","","","","",""
"","null","html-keyboard-response","264","929807","0.0-7.0-2.49","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","265","939509","0.0-7.0-3.49","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4494","continuous_report","266","944004","0.0-7.0-4.49","","","","75,32,112","182.70909152852016,-193.18516525781368,78.1462256978547","81.34732861516002,-51.76380902050407,-184.1009706904881","Probe","","null","774","497","162,105,185","76","-36","245,65,113","112","2"
"","null","html-keyboard-response","267","945005","0.0-7.0-0.50","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","268","945107","0.0-7.0-1.50","","null","","138,49,157","153.20888862379562,-198.90437907365467,-55.127471163399775","128.55752193730785,-20.90569265353061,-192.2523391876638","encoding","","","","","","","","","",""
"","null","html-keyboard-response","269","945409","0.0-7.0-2.50","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","270","955111","0.0-7.0-3.50","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7499","continuous_report","271","962611","0.0-7.0-4.50","","","","138,49,157","153.20888862379562,-198.90437907365467,-55.127471163399775","128.55752193730785,-20.90569265353061,-192.2523391876638","Probe","","null","785","202","47,132,172","47","-2","55,131,175","49","1"
"","null","html-keyboard-response","272","963612","0.0-7.0-0.51","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","273","963715","0.0-7.0-1.51","","null","","115,37,66","199.96953903127826,-148.62896509547886,-93.89431255717811","3.4904812874567024,-133.82612127177165,176.58951857178542","encoding","","","","","","","","","",""
"","null","html-keyboard-response","274","964016","0.0-7.0-2.51","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","275","973717","0.0-7.0-3.51","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","9445","continuous_report","276","983165","0.0-7.0-4.51","","","","115,37,66","199.96953903127826,-148.62896509547886,-93.89431255717811","3.4904812874567024,-133.82612127177165,176.58951857178542","Probe","","null","941","383","135,114,189","69","3","123,117,189","66","2"
"","null","html-keyboard-response","277","984166","0.0-7.0-0.52","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","278","984268","0.0-7.0-1.52","","null","","63,165,112","199.51281005196486,-90.79809994790938,-58.47434094454733","-13.951294748824953,-178.20130483767355,191.2609511926071","encoding","","","","","","","","","",""
"","null","html-keyboard-response","279","984569","0.0-7.0-2.52","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","280","994271","0.0-7.0-3.52","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","12325","continuous_report","281","1006598","0.0-7.0-4.52","","","","63,165,112","199.51281005196486,-90.79809994790938,-58.47434094454733","-13.951294748824953,-178.20130483767355,191.2609511926071","Probe","","null","847","427","173,121,38","163","-2","169,123,40","165","1"
"","null","html-keyboard-response","282","1007600","0.0-7.0-0.53","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","283","1007702","0.0-7.0-1.53","","null","","70,15,43","-195.62952014676114,178.20130483767355,-120.36300463040965","41.58233816355186,-90.79809994790939,-159.72710200945858","encoding","","","","","","","","","",""
"","null","html-keyboard-response","284","1008004","0.0-7.0-2.53","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","285","1017705","0.0-7.0-3.53","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7182","continuous_report","286","1024889","0.0-7.0-4.53","","","","70,15,43","-195.62952014676114,178.20130483767355,-120.36300463040965","41.58233816355186,-90.79809994790939,-159.72710200945858","Probe","","null","840","469","109,136,83","9","-6","94,138,98","15","1"
"","null","html-keyboard-response","287","1025891","0.0-7.0-0.54","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","288","1025993","0.0-7.0-1.54","","null","","57,82,176","-169.6096192312852,-179.75880925983344,161.80339887498948","105.98385284664099,-87.67422935781542,117.55705045849463","encoding","","","","","","","","","",""
"","null","html-keyboard-response","289","1026295","0.0-7.0-2.54","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","290","1035996","0.0-7.0-3.54","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2707","continuous_report","291","1038705","0.0-7.0-4.54","","","","57,82,176","-169.6096192312852,-179.75880925983344,161.80339887498948","105.98385284664099,-87.67422935781542,117.55705045849463","Probe","","null","746","508","197,110,38","153","-23","141,131,57","176","2"
"","null","html-keyboard-response","292","1039705","0.0-7.0-0.55","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","293","1039808","0.0-7.0-1.55","","null","","36,2,96","-24.373868681029474,187.9385241571817,-197.53766811902756","198.5092303282644,68.40402866513374,-31.286893008046153","encoding","","","","","","","","","",""
"","null","html-keyboard-response","294","1040109","0.0-7.0-2.55","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","295","1049811","0.0-7.0-3.55","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5878","continuous_report","296","1055692","0.0-7.0-4.55","","","","36,2,96","-24.373868681029474,187.9385241571817,-197.53766811902756","198.5092303282644,68.40402866513374,-31.286893008046153","Probe","","null","794","389","26,136,154","38","2","32,137,150","36","0"
"","null","html-keyboard-response","297","1056694","0.0-7.0-0.56","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","298","1056796","0.0-7.0-1.56","","null","","62,126,106","-34.72963553338606,-78.14622569785476,78.1462256978547","196.9615506024416,-184.10097069048805,-184.1009706904881","encoding","","","","","","","","","",""
"","null","html-keyboard-response","299","1057096","0.0-7.0-2.56","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","300","1066798","0.0-7.0-3.56","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","13370","continuous_report","301","1080171","0.0-7.0-4.56","","","","62,126,106","-34.72963553338606,-78.14622569785476,78.1462256978547","196.9615506024416,-184.10097069048805,-184.1009706904881","Probe","","null","811","424","177,100,180","80","-26","240,67,128","106","2"
"","null","html-keyboard-response","302","1081173","0.0-7.0-0.57","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","303","1081275","0.0-7.0-1.57","","null","","87,138,47","-191.26095119260708,159.72710200945858,-51.76380902050417","58.4743409445474,120.36300463040965,193.18516525781365","encoding","","","","","","","","","",""
"","null","html-keyboard-response","304","1081576","0.0-7.0-2.57","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","305","1091277","0.0-7.0-3.57","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6149","continuous_report","306","1097429","0.0-7.0-4.57","","","","87,138,47","-191.26095119260708,159.72710200945858,-51.76380902050417","58.4743409445474,120.36300463040965,193.18516525781365","Probe","","null","665","348","202,88,168","88","1","199,90,169","87","0"
"","null","html-keyboard-response","307","1098430","0.0-7.0-0.58","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","308","1098532","0.0-7.0-1.58","","null","","173,71,47","44.99021086877298,-199.51281005196486,125.86407820996752","-194.87401295704706,-13.951294748824965,155.42919229139414","encoding","","","","","","","","","",""
"","null","html-keyboard-response","309","1098834","0.0-7.0-2.58","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","310","1108536","0.0-7.0-3.58","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3583","continuous_report","311","1112120","0.0-7.0-4.58","","","","173,71,47","44.99021086877298,-199.51281005196486,125.86407820996752","-194.87401295704706,-13.951294748824965,155.42919229139414","Probe","","null","639","503","95,124,187","59","12","47,132,172","47","2"
"","null","html-keyboard-response","312","1113122","0.0-7.0-0.59","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","313","1113237","0.0-7.0-1.59","","null","","145,65,94","-176.58951857178536,128.55752193730788,199.96953903127826","93.89431255717821,153.20888862379562,3.4904812874567024","encoding","","","","","","","","","",""
"","null","html-keyboard-response","314","1113539","0.0-7.0-2.59","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","html-keyboard-response","315","1123242","0.0-7.0-3.59","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
