"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","5704","continuous_report","13","31691","0.0-2.0-5.1","2","","","54,171,84","196.96155060244158,-6.979899340500328,141.4213562373095","-34.72963553338626,-199.87816540381914,141.42135623730948","Probe","","null","694","180","32,134,165","43","-11","74,128,182","54","0"
"[{""page_index"":0,""viewing_time"":1845}]","1845","instructions","14","33536","0.0-3.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","15","34538","0.0-4.0-0.0","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","16","34640","0.0-4.0-1.0","1","null","","17,53,124","-61.80339887498951,-117.5570504584946,100","-190.2113032590307,161.80339887498948,-173.20508075688772","encoding","","","","","","","","","",""
"","null","html-keyboard-response","17","34741","0.0-4.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","18","34945","0.0-4.0-3.0","1","null","","17,53,124","-61.80339887498951,-117.5570504584946,100","-190.2113032590307,161.80339887498948,-173.20508075688772","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","19","36446","0.0-4.0-4.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4244","continuous_report","20","40691","0.0-4.0-5.0","1","","","17,53,124","-61.80339887498951,-117.5570504584946,100","-190.2113032590307,161.80339887498948,-173.20508075688772","Probe","","null","713","257","26,136,154","38","-15","70,128,181","53","1"
"","null","html-keyboard-response","21","41691","0.0-4.0-0.1","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","22","41792","0.0-4.0-1.1","2","null","","97,31,49","-186.71608529944035,190.2113032590307,1.2246467991473532e-14","71.67358990906004,61.803398874989476,200","encoding","","","","","","","","","",""
"","null","html-keyboard-response","23","41893","0.0-4.0-2.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","24","42096","0.0-4.0-3.1","2","null","","97,31,49","-186.71608529944035,190.2113032590307,1.2246467991473532e-14","71.67358990906004,61.803398874989476,200","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","25","43597","0.0-4.0-4.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2178","continuous_report","26","45776","0.0-4.0-5.1","2","","","97,31,49","-186.71608529944035,190.2113032590307,1.2246467991473532e-14","71.67358990906004,61.803398874989476,200","Probe","","null","674","468","64,138,125","26","-71","225,76,149","97","0"
"","null","html-keyboard-response","27","46778","0.0-4.0-0.2","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","28","46879","0.0-4.0-1.2","3","null","","98,122,78","-186.71608529944032,-179.7588092598334,186.7160852994403","-71.67358990906008,87.67422935781546,-71.67358990906015","encoding","","","","","","","","","",""
"","null","html-keyboard-response","29","46980","0.0-4.0-2.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","30","47183","0.0-4.0-3.2","3","null","","98,122,78","-186.71608529944032,-179.7588092598334,186.7160852994403","-71.67358990906008,87.67422935781546,-71.67358990906015","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","31","48685","0.0-4.0-4.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","937","continuous_report","32","49623","0.0-4.0-5.2","3","","","98,122,78","-186.71608529944032,-179.7588092598334,186.7160852994403","-71.67358990906008,87.67422935781546,-71.67358990906015","Probe","","null","911","465","134,132,62","179","57","245,70,89","122","1"
"","null","html-keyboard-response","33","50624","0.0-4.0-0.3","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","34","50726","0.0-4.0-1.3","4","null","","76,105,16","-68.40402866513386,-44.99021086877296,-186.71608529944032","-187.93852415718163,194.87401295704706,-71.67358990906008","encoding","","","","","","","","","",""
"","null","html-keyboard-response","35","50827","0.0-4.0-2.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","36","51031","0.0-4.0-3.3","4","null","","76,105,16","-68.40402866513386,-44.99021086877296,-186.71608529944032","-187.93852415718163,194.87401295704706,-71.67358990906008","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","37","52532","0.0-4.0-4.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","634","continuous_report","38","53167","0.0-4.0-5.3","4","","","76,105,16","-68.40402866513386,-44.99021086877296,-186.71608529944032","-187.93852415718163,194.87401295704706,-71.67358990906008","Probe","","null","1013","385","70,128,181","53","37","91,138,100","16","2"
"","null","html-keyboard-response","39","54169","0.0-4.0-0.4","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","40","54271","0.0-4.0-1.4","","null","","159,128,24","189.10371511986338,-27.83462019201307,179.75880925983344","65.11363089143133,198.05361374831406,-87.67422935781539","encoding","","","","","","","","","",""
"","null","html-keyboard-response","41","54372","0.0-4.0-2.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","42","54576","0.0-4.0-3.4","","null","","159,128,24","189.10371511986338,-27.83462019201307,179.75880925983344","65.11363089143133,198.05361374831406,-87.67422935781539","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","43","56077","0.0-4.0-4.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","69","continuous_report","44","56149","0.0-4.0-5.4","","","","159,128,24","189.10371511986338,-27.83462019201307,179.75880925983344","65.11363089143133,198.05361374831406,-87.67422935781539","Probe","","null","997","337","96,137,95","14","-114","241,77,76","128","1"
"","null","html-keyboard-response","45","57150","0.0-4.0-0.5","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","46","57251","0.0-4.0-1.5","","null","","26,67,137","120.36300463040968,41.58233816355171,194.0591452551993","159.72710200945858,-195.62952014676117,-48.38437911993358","encoding","","","","","","","","","",""
"","null","html-keyboard-response","47","57352","0.0-4.0-2.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","48","57556","0.0-4.0-3.5","","null","","26,67,137","120.36300463040968,41.58233816355171,194.0591452551993","159.72710200945858,-195.62952014676117,-48.38437911993358","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","49","59057","0.0-4.0-4.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","735","continuous_report","50","59793","0.0-4.0-5.5","","","","26,67,137","120.36300463040968,41.58233816355171,194.0591452551993","159.72710200945858,-195.62952014676117,-48.38437911993358","Probe","","null","951","412","151,128,50","172","35","230,89,59","137","2"
"","null","html-keyboard-response","51","60795","0.0-4.0-0.6","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","52","60897","0.0-4.0-1.6","","null","","51,131,99","150.94191604455438,-74.92131868318246,-155.42919229139414","-131.21180579810147,-185.43677091335746,125.86407820996754","encoding","","","","","","","","","",""
"","null","html-keyboard-response","53","60997","0.0-4.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","54","61200","0.0-4.0-3.6","","null","","51,131,99","150.94191604455438,-74.92131868318246,-155.42919229139414","-131.21180579810147,-185.43677091335746,125.86407820996754","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","55","62702","0.0-4.0-4.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","926","continuous_report","56","63630","0.0-4.0-5.6","","","","51,131,99","150.94191604455438,-74.92131868318246,-155.42919229139414","-131.21180579810147,-185.43677091335746,125.86407820996754","Probe","","null","951","412","244,66,118","110","59","62,130,178","51","0"
"","null","html-keyboard-response","57","64632","0.0-4.0-0.7","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","58","64733","0.0-4.0-1.7","","null","","95,41,77","-196.3254366895328,176.5895185717854,-55.127471163399775","38.16179907530899,93.89431255717817,-192.2523391876638","encoding","","","","","","","","","",""
"","null","html-keyboard-response","59","64834","0.0-4.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","60","65036","0.0-4.0-3.7","","null","","95,41,77","-196.3254366895328,176.5895185717854,-55.127471163399775","38.16179907530899,93.89431255717817,-192.2523391876638","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","61","66537","0.0-4.0-4.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","905","continuous_report","62","67443","0.0-4.0-5.7","","","","95,41,77","-196.3254366895328,176.5895185717854,-55.127471163399775","38.16179907530899,93.89431255717817,-192.2523391876638","Probe","","null","951","412","70,138,120","24","-17","25,135,161","41","1"
"","null","html-keyboard-response","63","68444","0.0-4.0-0.8","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","64","68547","0.0-4.0-1.8","","null","","25,58,10","-173.20508075688772,-31.286893008046214,103.00761498201088","-100.00000000000003,-197.53766811902753,171.43346014042243","encoding","","","","","","","","","",""
"","null","html-keyboard-response","65","68649","0.0-4.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","66","68852","0.0-4.0-3.8","","null","","25,58,10","-173.20508075688772,-31.286893008046214,103.00761498201088","-100.00000000000003,-197.53766811902753,171.43346014042243","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","67","70352","0.0-4.0-4.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","733","continuous_report","68","71088","0.0-4.0-5.8","","","","25,58,10","-173.20508075688772,-31.286893008046214,103.00761498201088","-100.00000000000003,-197.53766811902753,171.43346014042243","Probe","","null","951","412","246,66,106","115","105","106,137,86","10","2"
"","null","html-keyboard-response","69","72089","0.0-4.0-0.9","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","",""
"","null","snap-keyboard-response","70","72191","0.0-4.0-1.9","","null","","12,102,165","-13.951294748825068,-187.9385241571817,-179.7588092598334","199.51281005196483,-68.40402866513374,87.67422935781546","encoding","","","","","","","","","",""
"","null","html-keyboard-response","71","72292","0.0-4.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","72","72495","0.0-4.0-3.9","","null","","12,102,165","-13.951294748825068,-187.9385241571817,-179.7588092598334","199.51281005196483,-68.40402866513374,87.67422935781546","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","73","73997","0.0-4.0-4.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","1364","continuous_report","74","75363","0.0-4.0-5.9","","","","12,102,165","-13.951294748825068,-187.9385241571817,-179.7588092598334","199.51281005196483,-68.40402866513374,87.67422935781546","Probe","","null","951","412","83,138,108","19","-83","234,71,137","102","1"
"[{""page_index"":0,""viewing_time"":5905}]","5906","instructions","75","81269","0.0-5.0","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3217}]","3217","instructions","76","84486","0.0-6.0","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","77","85487","0.0-7.0-0.0","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","78","85589","0.0-7.0-1.0","1","null","","76,173,12","150.9419160445544,-185.43677091335746,-157.60215072134446","131.21180579810144,74.92131868318245,-123.13229506513157","encoding","","","","","","","","","",""
"","null","html-keyboard-response","79","85690","0.0-7.0-2.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","80","85893","0.0-7.0-3.0","1","null","","76,173,12","150.9419160445544,-185.43677091335746,-157.60215072134446","131.21180579810144,74.92131868318245,-123.13229506513157","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","81","87094","0.0-7.0-4.0","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5535","continuous_report","82","92632","0.0-7.0-5.0","1","","","76,173,12","150.9419160445544,-185.43677091335746,-157.60215072134446","131.21180579810144,74.92131868318245,-123.13229506513157","Probe","","null","758","452","58,138,130","28","16","101,137,90","12","2"
"","null","html-keyboard-response","83","93633","0.0-7.0-0.1","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","84","93735","0.0-7.0-1.1","2","null","","57,99,163","136.3996720124996,-138.9316740917994,189.10371511986338","-146.2707403238342,143.86796006773028,65.11363089143133","encoding","","","","","","","","","",""
"","null","html-keyboard-response","85","93835","0.0-7.0-2.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","86","94038","0.0-7.0-3.1","2","null","","57,99,163","136.3996720124996,-138.9316740917994,189.10371511986338","-146.2707403238342,143.86796006773028,65.11363089143133","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","87","95238","0.0-7.0-4.1","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","18045","continuous_report","88","113285","0.0-7.0-5.1","2","","","57,99,163","136.3996720124996,-138.9316740917994,189.10371511986338","-146.2707403238342,143.86796006773028,65.11363089143133","Probe","","null","901","399","154,127,48","171","8","173,121,38","163","2"
"","null","html-keyboard-response","89","114287","0.0-7.0-0.2","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","90","114389","0.0-7.0-1.2","3","null","","35,96,132","190.2113032590307,-199.87816540381914,165.80751451100832","-61.803398874989526,-6.979899340500179,111.83858069414939","encoding","","","","","","","","","",""
"","null","html-keyboard-response","91","114491","0.0-7.0-2.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","92","114694","0.0-7.0-3.2","3","null","","35,96,132","190.2113032590307,-199.87816540381914,165.80751451100832","-61.803398874989526,-6.979899340500179,111.83858069414939","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","93","115895","0.0-7.0-4.2","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3597","continuous_report","94","119496","0.0-7.0-5.2","3","","","35,96,132","190.2113032590307,-199.87816540381914,165.80751451100832","-61.803398874989526,-6.979899340500179,111.83858069414939","Probe","","null","787","207","39,133,168","45","-87","237,82,68","132","2"
"","null","html-keyboard-response","95","120497","0.0-7.0-0.3","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","96","120599","0.0-7.0-1.3","4","null","","65,10,117","-133.82612127177168,167.7341135890848,10.467191248588794","-148.6289650954788,-108.9278070030054,199.72590695091478","encoding","","","","","","","","","",""
"","null","html-keyboard-response","97","120700","0.0-7.0-2.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","98","120903","0.0-7.0-3.3","4","null","","65,10,117","-133.82612127177168,167.7341135890848,10.467191248588794","-148.6289650954788,-108.9278070030054,199.72590695091478","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","99","122104","0.0-7.0-4.3","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6446","continuous_report","100","128552","0.0-7.0-5.3","4","","","65,10,117","-133.82612127177168,167.7341135890848,10.467191248588794","-148.6289650954788,-108.9278070030054,199.72590695091478","Probe","","null","869","221","190,94,175","84","19","119,118,189","65","0"
"","null","html-keyboard-response","101","129553","0.0-7.0-0.4","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","102","129654","0.0-7.0-1.4","","null","","61,17,167","-138.93167409179952,-3.490481287456695,-199.87816540381914","-143.86796006773017,199.96953903127826,6.97989934050014","encoding","","","","","","","","","",""
"","null","html-keyboard-response","103","129756","0.0-7.0-2.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","104","129958","0.0-7.0-3.4","","null","","61,17,167","-138.93167409179952,-3.490481287456695,-199.87816540381914","-143.86796006773017,199.96953903127826,6.97989934050014","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","105","131160","0.0-7.0-4.4","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2159","continuous_report","106","133322","0.0-7.0-5.4","","","","61,17,167","-138.93167409179952,-3.490481287456695,-199.87816540381914","-143.86796006773017,199.96953903127826,6.97989934050014","Probe","","null","690","105","104,137,88","11","-156","164,124,43","167","2"
"","null","html-keyboard-response","107","134323","0.0-7.0-0.5","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","108","134424","0.0-7.0-1.5","","null","","29,50,77","133.82612127177157,199.96953903127826,-199.51281005196483","-148.62896509547895,3.4904812874567024,13.951294748825106","encoding","","","","","","","","","",""
"","null","html-keyboard-response","109","134526","0.0-7.0-2.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","110","134729","0.0-7.0-3.5","","null","","29,50,77","133.82612127177157,199.96953903127826,-199.51281005196483","-148.62896509547895,3.4904812874567024,13.951294748825106","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","111","135930","0.0-7.0-4.5","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3857","continuous_report","112","139791","0.0-7.0-5.5","","","","29,50,77","133.82612127177157,199.96953903127826,-199.51281005196483","-148.62896509547895,3.4904812874567024,13.951294748825106","Probe","","null","1029","252","229,74,144","99","22","166,104,184","77","2"
"","null","html-keyboard-response","113","140793","0.0-7.0-0.6","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","114","140894","0.0-7.0-1.6","","null","","50,75,94","141.4213562373095,10.467191248588788,-87.6742293578155","141.42135623730948,-199.72590695091478,179.75880925983338","encoding","","","","","","","","","",""
"","null","html-keyboard-response","115","140996","0.0-7.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","116","141199","0.0-7.0-3.6","","null","","50,75,94","141.4213562373095,10.467191248588788,-87.6742293578155","141.42135623730948,-199.72590695091478,179.75880925983338","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","117","142401","0.0-7.0-4.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7703","continuous_report","118","150106","0.0-7.0-5.6","","","","50,75,94","141.4213562373095,10.467191248588788,-87.6742293578155","141.42135623730948,-199.72590695091478,179.75880925983338","Probe","","null","875","551","225,76,149","97","3","218,80,156","94","2"
"","null","html-keyboard-response","119","151107","0.0-7.0-0.7","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","120","151209","0.0-7.0-1.7","","null","","19,136,35","103.00761498201088,-74.92131868318246,197.53766811902756","171.43346014042243,-185.43677091335746,31.286893008046174","encoding","","","","","","","","","",""
"","null","html-keyboard-response","121","151311","0.0-7.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","122","151514","0.0-7.0-3.7","","null","","19,136,35","103.00761498201088,-74.92131868318246,197.53766811902756","171.43346014042243,-185.43677091335746,31.286893008046174","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","123","152715","0.0-7.0-4.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3800","continuous_report","124","156518","0.0-7.0-5.7","","","","19,136,35","103.00761498201088,-74.92131868318246,197.53766811902756","171.43346014042243,-185.43677091335746,31.286893008046174","Probe","","null","952","212","51,132,174","48","13","36,137,147","35","2"
"","null","html-keyboard-response","125","157519","0.0-7.0-0.8","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","126","157621","0.0-7.0-1.8","","null","","151,91,107","68.40402866513377,-138.9316740917994,-161.80339887498948","187.93852415718166,143.86796006773028,-117.5570504584946","encoding","","","","","","","","","",""
"","null","html-keyboard-response","127","157722","0.0-7.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","128","157924","0.0-7.0-3.8","","null","","151,91,107","68.40402866513377,-138.9316740917994,-161.80339887498948","187.93852415718166,143.86796006773028,-117.5570504584946","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","129","159127","0.0-7.0-4.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6153","continuous_report","130","165281","0.0-7.0-5.8","","","","151,91,107","68.40402866513377,-138.9316740917994,-161.80339887498948","187.93852415718166,143.86796006773028,-117.5570504584946","Probe","","null","890","322","236,70,135","103","-4","241,67,125","107","2"
"","null","html-keyboard-response","131","166283","0.0-7.0-0.9","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","132","166384","0.0-7.0-1.9","","null","","177,147,72","-163.83040885779835,169.60961923128508,-150.94191604455438","114.71528727020927,-105.98385284664116,-131.2118057981015","encoding","","","","","","","","","",""
"","null","html-keyboard-response","133","166486","0.0-7.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","134","166689","0.0-7.0-3.9","","null","","177,147,72","-163.83040885779835,169.60961923128508,-150.94191604455438","114.71528727020927,-105.98385284664116,-131.2118057981015","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","135","167890","0.0-7.0-4.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6344","continuous_report","136","174236","0.0-7.0-5.9","","","","177,147,72","-163.83040885779835,169.60961923128508,-150.94191604455438","114.71528727020927,-105.98385284664116,-131.2118057981015","Probe","","null","678","583","43,133,170","46","-101","211,103,44","147","1"
"","null","html-keyboard-response","137","175238","0.0-7.0-0.10","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","138","175339","0.0-7.0-1.10","","null","","146,15,88","196.9615506024416,-141.42135623730954,17.431148549531578","34.729635533386066,-141.42135623730948,-199.23893961834912","encoding","","","","","","","","","",""
"","null","html-keyboard-response","139","175440","0.0-7.0-2.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","140","175643","0.0-7.0-3.10","","null","","146,15,88","196.9615506024416,-141.42135623730954,17.431148549531578","34.729635533386066,-141.42135623730948,-199.23893961834912","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","141","176845","0.0-7.0-4.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","16762","continuous_report","142","193608","0.0-7.0-5.10","","","","146,15,88","196.9615506024416,-141.42135623730954,17.431148549531578","34.729635533386066,-141.42135623730948,-199.23893961834912","Probe","","null","802","467","219,98,49","143","-3","213,102,45","146","0"
"","null","html-keyboard-response","143","194609","0.0-7.0-0.11","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","144","194711","0.0-7.0-1.11","","null","","122,4,44","-199.96953903127826,41.58233816355189,17.431148549531578","-3.4904812874566384,195.6295201467611,-199.23893961834912","encoding","","","","","","","","","",""
"","null","html-keyboard-response","145","194813","0.0-7.0-2.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","146","195016","0.0-7.0-3.11","","null","","122,4,44","-199.96953903127826,41.58233816355189,17.431148549531578","-3.4904812874566384,195.6295201467611,-199.23893961834912","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","147","196217","0.0-7.0-4.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","6872","continuous_report","148","203092","0.0-7.0-5.11","","","","122,4,44","-199.96953903127826,41.58233816355189,17.431148549531578","-3.4904812874566384,195.6295201467611,-199.23893961834912","Probe","","null","777","485","234,71,137","102","-20","245,70,89","122","0"
"","null","html-keyboard-response","149","204093","0.0-7.0-0.12","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","150","204195","0.0-7.0-1.12","","null","","173,23,87","194.87401295704706,-167.7341135890848,159.72710200945858","44.990210868773,-108.92780700300541,-120.36300463040965","encoding","","","","","","","","","",""
"","null","html-keyboard-response","151","204296","0.0-7.0-2.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","152","204500","0.0-7.0-3.12","","null","","173,23,87","194.87401295704706,-167.7341135890848,159.72710200945858","44.990210868773,-108.92780700300541,-120.36300463040965","backward_mask","","","","","","","","","",""
