"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","prac_part","colIndex","allLocX","allLocY","test_part","mainExp_part","condType","xClicked","yClicked","responseCol","responseInd","responseError","correctCol","correctColIndex","probLocIndex"
"","null","html-keyboard-response","113","357251","0.0-7.0-0.6","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","114","357353","0.0-7.0-1.6","","null","","41,134,158","-128.5575219373079,87.67422935781548,199.72590695091478","-153.2088886237956,-179.7588092598334,10.467191248588765","encoding","","","","","","","","","",""
"","null","html-keyboard-response","115","357454","0.0-7.0-2.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","116","357657","0.0-7.0-3.6","","null","","41,134,158","-128.5575219373079,87.67422935781548,199.72590695091478","-153.2088886237956,-179.7588092598334,10.467191248588765","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","117","358858","0.0-7.0-4.6","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","2531","continuous_report","118","361391","0.0-7.0-5.6","","","","41,134,158","-128.5575219373079,87.67422935781548,199.72590695091478","-153.2088886237956,-179.7588092598334,10.467191248588765","Probe","","null","756","176","204,107,40","150","16","234,85,64","134","1"
"","null","html-keyboard-response","119","362392","0.0-7.0-0.7","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","120","362495","0.0-7.0-1.7","","null","","172,74,133","84.52365234813989,-13.951294748825116,138.93167409179932","181.26155740732997,-199.51281005196483,-143.86796006773034","encoding","","","","","","","","","",""
"","null","html-keyboard-response","121","362596","0.0-7.0-2.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","122","362799","0.0-7.0-3.7","","null","","172,74,133","84.52365234813989,-13.951294748825116,138.93167409179932","181.26155740732997,-199.51281005196483,-143.86796006773034","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","123","364000","0.0-7.0-4.7","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","5996","continuous_report","124","369997","0.0-7.0-5.7","","","","172,74,133","84.52365234813989,-13.951294748825116,138.93167409179932","181.26155740732997,-199.51281005196483,-143.86796006773034","Probe","","null","870","635","176,120,38","162","-10","151,128,50","172","0"
"","null","html-keyboard-response","125","370999","0.0-7.0-0.8","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","126","371101","0.0-7.0-1.8","","null","","158,175,136","-185.43677091335746,81.34732861516002,51.76380902050424","74.92131868318245,182.70909152852016,-193.18516525781365","encoding","","","","","","","","","",""
"","null","html-keyboard-response","127","371202","0.0-7.0-2.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","128","371405","0.0-7.0-3.8","","null","","158,175,136","-185.43677091335746,81.34732861516002,51.76380902050424","74.92131868318245,182.70909152852016,-193.18516525781365","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","129","372606","0.0-7.0-4.8","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","3813","continuous_report","130","376421","0.0-7.0-5.8","","","","158,175,136","-185.43677091335746,81.34732861516002,51.76380902050424","74.92131868318245,182.70909152852016,-193.18516525781365","Probe","","null","606","620","233,87,63","135","-40","144,130,55","175","1"
"","null","html-keyboard-response","131","377422","0.0-7.0-0.9","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","132","377525","0.0-7.0-1.9","","null","","55,92,74","-167.7341135890848,13.951294748825092,143.86796006773017","-108.92780700300541,199.51281005196483,-138.93167409179952","encoding","","","","","","","","","",""
"","null","html-keyboard-response","133","377626","0.0-7.0-2.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","134","377829","0.0-7.0-3.9","","null","","55,92,74","-167.7341135890848,13.951294748825092,143.86796006773017","-108.92780700300541,199.51281005196483,-138.93167409179952","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","135","379031","0.0-7.0-4.9","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","7018","continuous_report","136","386050","0.0-7.0-5.9","","","","55,92,74","-167.7341135890848,13.951294748825092,143.86796006773017","-108.92780700300541,199.51281005196483,-138.93167409179952","Probe","","null","1002","446","32,134,165","43","-12","79,127,183","55","0"
"","null","html-keyboard-response","137","387052","0.0-7.0-0.10","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","138","387154","0.0-7.0-1.10","","null","","126,42,11","-125.86407820996746,-198.05361374831406,161.80339887498948","155.42919229139423,-27.834620192013105,117.55705045849463","encoding","","","","","","","","","",""
"","null","html-keyboard-response","139","387255","0.0-7.0-2.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","140","387458","0.0-7.0-3.10","","null","","126,42,11","-125.86407820996746,-198.05361374831406,161.80339887498948","155.42919229139423,-27.834620192013105,117.55705045849463","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","141","388659","0.0-7.0-4.10","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","11553","continuous_report","142","400214","0.0-7.0-5.10","","","","126,42,11","-125.86407820996746,-198.05361374831406,161.80339887498948","155.42919229139423,-27.834620192013105,117.55705045849463","Probe","","null","842","275","26,136,154","38","-4","28,134,163","42","1"
"","null","html-keyboard-response","143","401215","0.0-7.0-0.11","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","144","401318","0.0-7.0-1.11","","null","","28,103,146","-48.384379119933556,138.93167409179947,-182.70909152852016","194.0591452551993,143.86796006773022,81.34732861516008","encoding","","","","","","","","","",""
"","null","html-keyboard-response","145","401418","0.0-7.0-2.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","146","401621","0.0-7.0-3.11","","null","","28,103,146","-48.384379119933556,138.93167409179947,-182.70909152852016","194.0591452551993,143.86796006773022,81.34732861516008","backward_mask","","","","","","","","","",""
"","null","html-keyboard-response","147","402822","0.0-7.0-4.11","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","4296","continuous_report","148","407121","0.0-7.0-5.11","","","","28,103,146","-48.384379119933556,138.93167409179947,-182.70909152852016","194.0591452551993,143.86796006773022,81.34732861516008","Probe","","null","797","195","239,68,130","105","2","236,70,135","103","1"
"","null","html-keyboard-response","149","408122","0.0-7.0-0.12","<div style=""font-size:60px;"">+</div>","null","","","","","fixation","","","","","","","","","",""
"","null","snap-keyboard-response","150","408225","0.0-7.0-1.12","","null","","82,22,64","74.92131868318239,199.87816540381914,-195.62952014676114","185.4367709133575,-6.979899340500164,-41.58233816355181","encoding","","","","","","","","","",""
"","null","html-keyboard-response","151","408326","0.0-7.0-2.12","<div style=""font-size:60px;"">+</div>","null","","","","","","delay","","","","","","","","",""
"","null","mask-keyboard-response","152","408529","0.0-7.0-3.12","","null","","82,22,64","74.92131868318239,199.87816540381914,-195.62952014676114","185.4367709133575,-6.979899340500164,-41.58233816355181","backward_mask","","","","","","","","","",""
